"n.dims","mu.p","sd.p","mu.n","sd.n","cutoff","k"
2,-0.283286383909894,7.1319771135424,-1.34930331022476,6.49005367477667,0.114104988333398,2
3,0.139771492753519,4.24941336393751,-1.75510743539088,4.71890864603672,0.257031410735786,3
4,1.88190804412249,4.27260393847692,-1.79671797048747,2.70713226166001,0.601846338182101,4
5,1.91175514058061,4.34555248890765,-1.79349755743935,2.64312064981926,0.604272804836888,5
6,1.87557491087634,4.03667087775402,-1.63741665972696,2.54364226147414,0.607974402601272,6
7,1.99378639064674,3.86733627832006,-1.54692073778267,2.4384744824345,0.607367248706272,7
8,1.88509429256447,3.43750418933073,-1.72758656885128,2.03393397916052,0.664055658515521,8
9,1.88080859715185,3.41542982641546,-1.73771471739287,2.05381500151297,0.663082143509596,9
10,1.6151329477352,3.47112854576359,-1.96789738418457,2.12318149656232,0.669281246684702,10
11,1.59333882509678,3.47058201444682,-1.98011664187698,2.14290547387008,0.669434391943481,11
12,1.6396294126968,3.37334470623017,-1.95028197761542,2.18786054055348,0.66622606125834,12
13,1.53149829215406,2.73620419514984,-1.53703156244625,1.99018231540722,0.634648647205567,13
14,1.54834039153735,2.69967042994291,-1.5013354611089,1.99786927910525,0.63400377682464,14
15,1.53874196015983,2.27869744721454,-1.33130829418159,1.74847798219073,0.596708483850413,15
16,1.56206785384193,2.0442527714458,-1.34712965421928,1.61155730467333,0.577822677229915,16
17,1.55496352433451,2.03397932847838,-1.37715256415682,1.58132212426494,0.576861005189417,17
18,1.55508792414564,2.01956295423718,-1.32920605635656,1.55575219714412,0.574615345869812,18
19,1.53208606235686,2.02379342913476,-1.38737595667795,1.04299572919145,0.533520895013195,19
20,1.46973981956831,2.050522366791,-1.43818536161852,1.05199006689347,0.52986299372638,20
21,1.47110161289568,2.0503294420452,-1.4355708822695,1.05154519816457,0.530011604067724,21
22,1.47078851939934,2.05185290176005,-1.43858536833837,1.04364157598307,0.530191004976022,22
23,1.50507221226926,1.54541230812557,-1.13481523272475,1.23487216817411,0.457236178692336,23
24,1.55400159014486,1.36420135923469,-0.972031176561067,0.980382510288594,0.416366099149956,24
25,1.50223830805147,1.16888470047065,-0.856061451766935,0.816599577497559,0.38938367678692,25
26,1.48508727043782,1.22842984841898,-0.957702507830518,0.685602377689687,0.387574698243154,26
27,1.48627483520537,1.22397146946828,-0.924014657053455,0.692164551731052,0.387012418405346,27
28,1.4220049911432,0.795663889245557,-0.923292988591505,0.696015893999664,0.363257756880367,28
29,1.39395068045394,0.809165126797263,-0.970431896542743,0.707240090677993,0.362219042556903,29
30,1.32488489650407,0.666455837098841,-0.938499093034339,0.474866828056988,0.331937552403303,30
31,1.31692165875456,0.690395598451665,-0.901316724467995,0.411596468637184,0.330510995655261,31
32,1.38311145585183,0.561256552336665,-0.863381713021694,0.32925255276883,0.312529296022619,32
33,1.39649558973578,0.561843733114575,-0.86996317405121,0.332090967027549,0.312732365155213,33
34,1.41624343975172,0.533009588065618,-0.90223533608933,0.266188717946135,0.307482052820416,34
35,1.41753305897401,0.530333596888074,-0.90115226239698,0.270662253054293,0.307482634590592,35
36,1.39648734596344,0.454700328286712,-0.865495517434376,0.217191879143663,0.300194425540019,36
37,1.40771889981107,0.10133216791215,-0.844803046011335,0.298809639454172,0.288993525115121,37
38,1.40347278625147,0.0998265780924358,-0.833011803580872,0.275583730841254,0.287916887581775,38
39,1.37253889586708,0.0366884704713622,-0.813178323410226,0.114715862496229,0.281835175228064,39
