"n.dims","mu.p","sd.p","mu.n","sd.n","cutoff","k"
2,2.15725344135984,4.19095876926351,-1.55308768413671,3.36411822523113,0.747705695577944,2
3,2.32754619237909,4.27309547160517,-1.29302527966054,3.39105546446712,0.766909782977614,3
4,2.7373119082228,4.58183253232878,-0.835735537160135,3.74471692890672,0.77708582656658,4
5,2.55781183697713,4.94276362101214,-1.04472350031603,2.97321228709022,0.779419927767241,5
6,2.52529140830838,5.11331434079634,-1.05092145483091,2.99166097880214,0.77761355437633,6
7,2.49660278627638,5.1724996585121,-1.09524035233299,2.94995930161739,0.778572159575991,7
8,2.40044996965499,4.49124426416333,-1.06991117846435,3.0240175887281,0.734795703472932,8
9,2.43045989838255,3.7007597981008,-0.808902171036552,2.95234567425065,0.666787363803012,9
10,2.41473200161679,3.97377300307771,-0.875564844991897,2.77263636569213,0.666035657233656,10
11,2.39909100502971,3.17956116658721,-0.729183119136826,2.49406474735304,0.629291721420703,11
12,2.54261199485239,3.21356012550734,-0.8627470686149,2.28533908958703,0.613327979580441,12
13,2.38467688304713,3.04516706029891,-0.737592510469837,2.12657660563898,0.598637681569736,13
14,2.36786026386231,2.74721607422275,-0.74356264432215,1.96482888958814,0.58556655952823,14
15,2.24760151347029,2.07188657178098,-0.558080742755371,2.12491032641341,0.563742135239658,15
16,2.18282354380094,1.81134619572846,-0.673740944232725,1.86837250276815,0.551890602660166,16
17,2.00497194518918,1.21376826727524,-0.541551560798095,1.82653027970979,0.511459595157573,17
18,1.97399177820977,1.16894268007085,-0.561157058933619,1.73860229975392,0.508925645778657,18
19,1.83311381149905,1.28191540042417,-0.86245555597303,1.04720979515685,0.439621590418441,19
20,1.76875461547022,1.37415337231316,-0.796031882972166,0.888648467905662,0.424535655307075,20
21,1.75309131391667,1.33233609803825,-0.83373794055241,0.849899690652628,0.42218881673435,21
22,1.71598984845737,1.18025919247345,-0.781043209844444,0.89296149435481,0.408939657579098,22
23,1.72006917876109,1.19373835777145,-0.78368823512774,0.89056671505358,0.409101772591323,23
24,1.7195688785092,1.1917843088987,-0.784309735652758,0.893981693679757,0.409145016074692,24
25,1.70751621426795,1.13441791224898,-0.798823900060521,0.909795225629029,0.404757230613874,25
26,1.64168849453804,1.13544265675882,-0.8254628279334,0.730655658234339,0.395158955541338,26
27,1.64487305528001,1.16774094856283,-0.83616387438946,0.685119349909968,0.394903372359867,27
28,1.64664648315796,1.15347290008858,-0.844444558917151,0.655494985191632,0.39476275867766,28
29,1.63573434926111,1.16035371791203,-0.853301693314066,0.649064855248846,0.394796207347553,29
30,1.63734954116619,1.20124545274955,-0.933509185269572,0.553434330361371,0.390781899144539,30
31,1.56315604845024,1.15771192818115,-0.986540372155092,0.460324779566415,0.374611457086006,31
32,1.50162018482008,1.04992432686339,-0.968120320162272,0.349512849457023,0.359941592766413,32
33,1.50079042502644,1.02693801336527,-0.967065273802762,0.35379616468943,0.360381106610048,33
34,1.49536310866028,1.01129043324667,-0.973910458756236,0.351768909145714,0.360062804259625,34
35,1.42715653703867,1.03148075407866,-0.945131856669964,0.332225954892678,0.350173943580392,35
36,1.36497047755673,0.769380910224535,-0.912794518551436,0.363670019175083,0.334233036276647,36
37,1.35256659152911,0.746999480246299,-0.90839935039033,0.290635238098943,0.33166714096447,37
38,1.34130844293555,0.721429901989656,-0.929933142094802,0.26966853061192,0.328726724509515,38
39,1.45090940789658,0.674285130792479,-0.881897452947262,0.1212096071372,0.306030380726953,39
