"n.dims","mu.p","sd.p","mu.n","sd.n","cutoff","k"
2,-0.31453136140373,7.65250349964152,0.318201639495462,7.24611133957337,0.674289585754526,2
3,-0.242650707666472,7.26814291976988,0.131900228279473,6.6366716982833,0.661028636219018,3
4,0.671884327815976,5.77504003244773,-0.280658056948971,5.19661986741856,0.590969118463835,4
5,1.11458019886847,3.415490045242,-1.08931526500739,3.57068295056631,0.588554969975262,5
6,1.13095362301164,3.80069994982725,-1.51962236917215,2.91822920018334,0.613016115391464,6
7,1.15786299485457,3.80881603776151,-1.5217376075008,2.94547990255158,0.612718148979021,7
8,1.15255836845971,3.81782060867886,-1.51967183829797,2.93850139861055,0.612911228744767,8
9,1.00478175060215,3.81167140805685,-1.53911975315258,2.93359716125021,0.611837254008673,9
10,0.990126593201975,3.75124259282998,-1.52572928404412,2.99081119689901,0.608309727804449,10
11,0.844302635187681,2.7868566779826,-1.15616195744421,2.44780055902897,0.515790943425634,11
12,1.16578014500124,2.18810752743227,-0.957038110599561,2.36971107901884,0.471558966599479,12
13,1.2430495602176,2.20075958261953,-0.949077036634098,2.36058270083657,0.471688824531097,13
14,1.20577487921328,2.1299161020489,-1.04559174930534,2.35785571435338,0.465159171508725,14
15,1.24782156920978,2.2181616656004,-1.05046990932398,2.15089084003923,0.463341371408626,15
16,1.43434473698626,1.75079473763878,-0.882393007492619,2.15035577667201,0.437626566095876,16
17,1.4158926774034,2.27215807857253,-0.828031812247308,1.84086791396584,0.429180580347491,17
18,1.36865075329834,1.26730655501742,-0.644103637089675,1.46850882301751,0.380665450339542,18
19,1.35122860258404,1.26883461924972,-0.637194159507396,1.44695757843008,0.382218277666429,19
20,1.55609006215573,0.959006313505233,-0.680503740105418,0.948608917307927,0.366742985460279,20
21,1.566791880479,0.945806508975142,-0.672869083375319,0.931675853030367,0.366727479594588,21
22,1.63240159200443,1.02122034842621,-0.745828549974621,0.786101744244556,0.362820467502545,22
23,1.68541778237182,1.11800232356751,-0.76088868951725,0.64602487603945,0.360597759594673,23
24,1.68562198039004,1.09186739661122,-0.748182060129705,0.644793458566729,0.359082944164448,24
25,1.62533075748709,0.654089207078768,-0.70668619217885,0.775873743903912,0.332402615612411,25
26,1.67629430460172,0.579004275762367,-0.753793756051386,0.770865973594723,0.329291057390206,26
27,1.68962836416331,0.594370426689571,-0.751347403721671,0.765215511181578,0.329652723510425,27
28,1.63833316562651,0.520743933618418,-0.701381708901888,0.768981864903057,0.326332592054359,28
29,1.66831260572754,0.551229856116537,-0.763890526373432,0.747739745794871,0.322285418013268,29
30,1.74101686137877,0.597227931587191,-0.697846731581334,0.508626780878641,0.314616378349906,30
31,1.57128877739121,0.425033845254338,-0.726780613213439,0.473468152192011,0.308172514888428,31
32,1.57167612647097,0.43941243116209,-0.732369474826505,0.45921622453307,0.307088256655411,32
33,1.54191151782301,0.477878436912771,-0.793102108999253,0.381775860689489,0.30106920622292,33
34,1.54325097122703,0.484942904505783,-0.821558260303006,0.347569251642968,0.297722539594205,34
35,1.53614268464756,0.468165405101612,-0.811309419977229,0.326142710715766,0.296982171898611,35
36,1.35597460084486,0.140843715661862,-0.86612199075846,0.13140121055464,0.283135192720929,36
37,1.35425567875221,0.138692752341545,-0.859948975272096,0.127622856328316,0.283487212830842,37
38,1.35478819829365,0.138943015212547,-0.859664306696826,0.128064089362436,0.28352259735737,38
39,1.36603868299681,0.0884615141199998,-0.859982521785071,0.13244473682413,0.283085604548409,39
