"n.dims","mu.p","sd.p","mu.n","sd.n","cutoff","k"
2,2.18295874144419,5.67374370700904,1.47805325833472,5.37043267066324,0.496516076683448,2
3,2.00904853796598,4.73958098816326,1.33538152311371,5.4648307422748,0.483077196589387,3
4,1.60151494190266,4.00182360998197,-0.573903780786967,2.73846246231323,0.62146001525564,4
5,1.70663077454957,3.70621962968207,-0.616974322553747,2.78703610028665,0.629313754179818,5
6,1.88029288822589,3.83999506017329,-0.963352629126713,3.09222122837661,0.59878124858686,6
7,2.1659882403699,3.94504375944492,-1.0230345837279,3.03454173088608,0.600148417057083,7
8,2.15163881457605,3.07911219528596,-1.05184118560748,2.18954711949657,0.561725649343769,8
9,2.14655076545492,3.07627098981621,-1.05167430528435,2.17923855051003,0.561685298282849,9
10,2.1960458560913,3.13681722851462,-1.07303218221086,2.16028389505005,0.563670060870399,10
11,2.14834422317999,3.03589501810016,-1.06758474286447,2.17793361810436,0.555029686009839,11
12,2.05803695979483,2.87624393724027,-1.1360357809451,2.01347416235504,0.528656163860562,12
13,1.63785789111378,2.42001255827054,-1.39249747583011,1.75902517337341,0.490196150751854,13
14,1.65856059434946,2.54730233189501,-1.42015673207607,1.80737587378655,0.487856818478355,14
15,1.74030803742804,2.50065330550032,-1.36423356269304,1.77282449622826,0.4880991053167,15
16,1.2000427524223,1.19614275593831,-0.81065654936858,1.53565304947873,0.405439532442582,16
17,1.1648213494689,1.20767878739099,-0.829444754388412,1.53377901616271,0.405685723577994,17
18,1.28047983721997,1.38536084139035,-0.924476552867423,1.37700723648486,0.407207839069289,18
19,1.312562445801,1.34826272872426,-0.994457103820711,1.32405414513883,0.406002567348707,19
20,1.24897597591101,1.34846286888922,-0.934274208752287,1.26556198193693,0.390797900224021,20
21,1.24241822844128,1.24073347180757,-0.908999291027126,1.19460622324799,0.386381000182701,21
22,1.26926626143832,1.26887709653961,-0.918360917091588,1.17083419045009,0.385995622346647,22
23,1.2438328023241,1.413516500599,-0.936310203436905,0.80672627163086,0.374125171220484,23
24,1.24318252650677,1.41444091893244,-0.945583863700862,0.796216690978865,0.374053846611983,24
25,1.21546202091367,1.3879256180369,-0.934792180347864,0.797329067678906,0.372121932612625,25
26,1.29389731003113,0.997044737927399,-0.912138554676117,0.919810413097141,0.349853919389071,26
27,1.43753321798643,0.670681381156948,-0.765902807276616,0.794166884346254,0.332078034529742,27
28,1.47830688533772,0.642891027808136,-0.786539231487014,0.767599506449434,0.329564338724467,28
29,1.49982464330109,0.769926332989675,-0.855301212704804,0.440112176889338,0.31815215541509,29
30,1.50043151766098,0.766833785883176,-0.853503902062339,0.437728377209774,0.318055388421278,30
31,1.48861172217647,0.771189186609303,-0.858703626711001,0.373842045680987,0.314228619093323,31
32,1.41244882773823,0.722254795189833,-0.869640844098782,0.152951960547116,0.302843345309521,32
33,1.40763973277889,0.682600016730519,-0.868661533411727,0.159445506622312,0.302325316745667,33
34,1.40735536142766,0.682081815031243,-0.866318601768704,0.165197083575506,0.30237367959928,34
35,1.40755689770525,0.695300134839219,-0.859367272999244,0.112671179165464,0.30179118285945,35
36,1.41466078907636,0.670848639638589,-0.86212317569877,0.148531153352919,0.300834824581779,36
37,1.40633494310608,0.667453589845207,-0.860063190859958,0.126559672007936,0.300194856891154,37
38,1.40689523193154,0.66465143027735,-0.859480846853079,0.129735471213432,0.300179821367446,38
39,1.30833621020672,0.16228578164685,-0.801690039557196,0.10263991073684,0.282672946091241,39
