"n.dims","mu.p","sd.p","mu.n","sd.n","cutoff","k"
2,3.36622624999081,0.822814837672737,3.03302953242666,1.11731067414365,3.28638293812825,2
3,-0.388437728530742,0.469563722978891,-0.95048325636031,0.625992625137173,-0.614165122947414,3
4,-0.392500437839644,0.48308558409238,-0.913225884627677,0.607812414130153,-0.591734350350082,4
5,-0.526369745196739,0.535442937737981,-1.04034565673265,0.598100146227959,-0.712949910510159,5
6,-1.18029287576568,0.831894146803256,-2.3188287572987,0.651630860585803,-1.67037321934467,6
7,-0.844241184891756,0.722999062357126,-1.77125613077618,0.570907672629158,-1.25683038207908,7
8,-0.729589811994822,0.641489644277006,-1.69486112723723,0.538176841895447,-1.17335421152697,8
9,-0.663329940924434,0.713896213628936,-1.74527635640484,0.559953837427659,-1.14154081621068,9
10,-0.442157955170306,0.57184775358964,-1.30347363799605,0.491755750917449,-0.810679982824208,10
11,-0.413095986352282,0.575679784099377,-1.18646780462963,0.375569518251495,-0.724254533390924,11
12,0.176195453723199,0.518250492926056,-0.788444443954317,0.43517554943132,-0.245130564425538,12
13,0.944304850346025,0.43761907918164,-0.234830521240868,0.417059196406587,0.422597344191226,13
14,1.14247818549826,0.366230766047712,0.057980847457835,0.396244346800559,0.651419856376898,14
15,1.09946801075778,0.321416985640776,0.0551363175595264,0.355152550301922,0.62730601650325,15
16,1.41926367923158,0.237073661055104,0.405908906728752,0.311020995173054,0.927712769748231,16
17,1.36928760454437,0.226651052577054,0.356160552545725,0.313915535980948,0.875214734797086,17
18,1.24387450223089,0.254948361847912,0.261663806781815,0.324207933234757,0.780655821443377,18
19,2.23441734704551,0.237608539862764,1.08538818221935,0.365562218959978,1.67135763155942,19
20,2.00166666888712,0.271027131920915,0.908635909945877,0.358917675060031,1.47783196406218,20
21,2.00412871926139,0.268645400378378,0.901540489491112,0.363752485745279,1.47164309760532,21
22,1.5883397141844,0.247014248151634,0.612224570861743,0.28616099459884,1.11819329080491,22
23,1.76213427187411,0.289632718176274,0.784528564469634,0.274554744969687,1.28644219297659,23
24,1.72091006623798,0.292904462581646,0.813166520732373,0.270596496765731,1.27737191926446,24
25,1.59768907472441,0.276923432423917,0.745933449040192,0.250120048537638,1.17891436642767,25
26,1.27136921187695,0.299831178339784,0.57748889618657,0.221835853501594,0.933087390560158,26
27,1.50290657925201,0.305639208246897,0.714338186005406,0.239099689369518,1.1270019836013,27
28,1.39858100371325,0.3553598519738,0.606360096392154,0.28297244526152,1.02176365048314,28
29,1.39665242681299,0.355604348429035,0.604228716663384,0.28313077295345,1.01976434919825,29
30,0.831094253580895,0.134159080248373,0.216202898040879,0.15261781779566,0.531765741064365,30
31,0.784403466648485,0.153867461450891,0.113983455759899,0.160042904694695,0.453754978813346,31
32,0.688330588255833,0.163969458322694,0.0468609497344052,0.164574971349368,0.381054524697226,32
33,0.0610643308138045,0.096454229215738,-0.408250476178342,0.114650191776872,-0.160638400400685,33
34,0.210996356631642,0.087937809641348,-0.25893565396673,0.0815371421866959,-0.0196757636362811,34
35,0.203375344079277,0.0855317900593638,-0.261686877342428,0.0808031830428647,-0.0251247035491245,35
36,0.422207917219511,0.0690224949183891,-0.000144312287603782,0.0591048900073142,0.209842057695452,36
37,0.250305326043975,0.0344538544072996,-0.0395305397292064,0.0548954830762024,0.109249339141699,37
38,0.452945126778151,0.019881676232007,0.247391089372831,0.0725614431907103,0.348942751451751,38
39,0.385496397250636,0.0068891546916674,0.179216452517184,0.0632322357388277,0.280237495929358,39
