"n.dims","mu.p","sd.p","mu.n","sd.n","cutoff","k"
2,-1.17414758111317,1.0017254204613,-0.596915542039048,1.46028011912327,-0.66854187185328,2
3,-0.983807526283411,0.460955259758604,-1.43893202633763,0.561196201849601,-1.18256873369833,3
4,-1.08347010472724,0.489504572393107,-1.56794786731848,0.55215102210025,-1.294501663282,4
5,-1.48357647551778,0.584164615792172,-1.93374176849415,0.572724931676983,-1.65803066791962,5
6,-1.35088651933622,0.802052817356621,-2.39219675615002,0.590465152982557,-1.85087392537587,6
7,-1.34032655850481,0.802200071462203,-2.37656162793783,0.588720327532903,-1.8316795711413,7
8,-1.02213720375107,0.670428201680535,-1.986561273812,0.446921327146799,-1.4502006332636,8
9,-1.39229346066788,0.647677993684858,-2.09183478312907,0.35419131720037,-1.60752265522986,9
10,-1.26250151826561,0.618847782925835,-1.99595654727922,0.375143617903831,-1.49412056110536,10
11,-1.28138576334686,0.620704474379569,-2.01964061608986,0.374839200303959,-1.51647448368259,11
12,0.725402974702681,0.504299893731085,-0.414938161365835,0.420622098681766,0.188379376022871,12
13,0.978131035500227,0.443713735670027,-0.226434270706402,0.387369628840448,0.402758558421793,13
14,1.67927600273471,0.350397471710411,0.640173545116972,0.332250824575741,1.21857439712996,14
15,1.26674529621669,0.261731588803438,0.371151449356515,0.340726384789467,0.83645306948506,15
16,1.46403961139755,0.263427574556936,0.548545038348672,0.339432919283669,1.01601503546936,16
17,1.46482549287131,0.261392884635251,0.546462114521375,0.340030391181084,1.01679785927672,17
18,1.1243992551693,0.203812673467072,0.231225012948645,0.299395627460378,0.705975480327701,18
19,0.988958115361946,0.232954837669305,0.123939976641875,0.292475773952042,0.595045508166124,19
20,0.503023004436681,0.193923641911171,-0.303719886465018,0.296768228770892,0.126304595297683,20
21,0.545785658375497,0.199612901045242,-0.273975180531542,0.298647499487251,0.163262680555471,21
22,1.0341430703349,0.230861503242563,0.235467683019729,0.26827864833866,0.679252818019393,22
23,1.65555111490747,0.180392459979318,0.927602176323496,0.292809496375467,1.3270613008038,23
24,1.4184103177976,0.208895860697673,0.805242866354904,0.266970415048744,1.13645996040451,24
25,1.47053546996399,0.202479764704071,0.895363104243955,0.25803304842782,1.20462783118504,25
26,2.42895138324931,0.279077669448077,1.50126758442037,0.326333627445818,1.99754498979336,26
27,2.46576945769485,0.269921279459109,1.48759038617633,0.334084569391881,2.00420372801804,27
28,1.56933551900248,0.240325902915224,1.07514456936446,0.235450845795577,1.3554454325055,28
29,1.71618753458202,0.244649821373719,1.26053917662623,0.154965652234088,1.52140275965135,29
30,1.49199552077123,0.258207824896606,1.16404169046523,0.163669581169121,1.36807486363387,30
31,1.50889357989009,0.256517166118256,1.1662476302677,0.172800011110901,1.37926339867362,31
32,1.47324562793851,0.214249737050042,1.15431907151074,0.125628864157946,1.33948067540709,32
33,1.2350143174872,0.177238045988799,0.902483136041007,0.107674091357891,1.09010266928604,33
34,1.26578020314787,0.189266853053688,0.933877219272386,0.111653800960451,1.12116714026723,34
35,1.27247725571183,0.204676085398191,0.897775425798519,0.0955039429387109,1.10325141141327,35
36,0.600537994568411,0.075789591460036,0.272120394161284,0.0888120447201664,0.436178396188294,36
37,0.619890770803895,0.099538649955089,0.289133590518173,0.0872899324134947,0.453275957448774,37
38,0.636861908225557,0.142884895234331,0.342139703540047,0.084709357500699,0.48719526957847,38
39,0.50981151962643,0.0294052061995168,0.374209649946428,0.0418009555544618,0.442547948514385,39
