"n.dims","mu.p","sd.p","mu.n","sd.n","cutoff","k"
2,2.44785678036749,1.30159915704045,2.89852832096621,1.41377477583084,2.73004712376678,2
3,-1.1462151937503,0.472727699244212,-1.55421919795918,0.569675193202439,-1.27402113035453,3
4,-1.08852716015694,0.507493533515195,-1.56699404795617,0.547132419162553,-1.22835104343195,4
5,-1.19783855243717,0.516127618735611,-1.68182601952316,0.554167438907836,-1.32941780764545,5
6,-1.29128659755465,0.64102419996496,-2.12679646848083,0.556372473366265,-1.53004970677486,6
7,-1.28028449156727,0.647993440356795,-2.1370772663837,0.567659504255772,-1.54117956529439,7
8,-1.02448329461494,0.613388545088825,-1.88634939767354,0.479717352600978,-1.29573455330689,8
9,-0.684740626940414,0.629136438559334,-1.59195590852995,0.494510090583482,-1.00503712088323,9
10,-0.735586274942959,0.647819126107403,-1.70779457533162,0.541838442061283,-1.07646905578126,10
11,-0.729569846076202,0.647170150831864,-1.68939701532277,0.553406005310842,-1.06166628430767,11
12,0.737726492126442,0.440504460437375,-0.44710409890368,0.391261892679273,0.221537893257741,12
13,0.947429520345375,0.378105411162647,-0.190079841754764,0.313951091402704,0.428702941810733,13
14,1.07841674234177,0.369614824936321,-0.076808889282705,0.315267945150073,0.546586217647134,14
15,0.961271766166652,0.353456885632454,-0.126476271494661,0.314019606825415,0.451644599694554,15
16,1.03004790763544,0.297771792049453,-0.0761222301397422,0.322794666122023,0.519778488561241,16
17,1.61576003983112,0.347337094616515,0.821168652826398,0.186070920124162,1.23028853606653,17
18,1.63229896250903,0.347823072716074,0.820929937219249,0.195607862681278,1.23872133510743,18
19,1.57029009028401,0.355178339614922,0.760918843019697,0.193050166842277,1.18238217274866,19
20,1.6896743918938,0.428060207016492,0.710284443154831,0.247968485777511,1.21273900492754,20
21,1.61363366899367,0.421546945826034,0.65311355312229,0.256508722217736,1.13851528392291,21
22,1.74800551692036,0.380991275020623,0.817193294372763,0.221034429668949,1.28564861925044,22
23,1.67462420275957,0.384582877989174,0.76020629288835,0.220314273270106,1.22571509134682,23
24,1.53322782447917,0.344674874440749,0.688247173026038,0.217003465289226,1.12781032448525,24
25,1.43463695012915,0.295316107129137,0.585159373360009,0.205824179001508,1.04419849722163,25
26,1.56947386881019,0.314719556949225,0.662104133537373,0.199005749703569,1.15418463939219,26
27,1.42180096305142,0.284849328881735,0.539370440669703,0.203327664672733,1.01404627324814,27
28,1.41314119561934,0.286859802198857,0.520049741915908,0.204838837092996,1.00115207178549,28
29,1.36081769353402,0.157784405739982,0.885447202860746,0.112709045498418,1.13671527480411,29
30,1.34189112986613,0.156209237748377,0.876091723547674,0.113595081340295,1.1217254047788,30
31,1.11755318732393,0.147156326285924,0.665144618638927,0.0913988042329296,0.902176086471202,31
32,1.0894142456608,0.112888618812315,0.665961580432311,0.0706147172850397,0.88247447016458,32
33,0.95764516353126,0.1619251126905,0.277680458245044,0.123071480308951,0.643325097434759,33
34,0.644997025231612,0.104039895749273,0.0920207058785881,0.0938671432617295,0.394611774487288,34
35,0.545766350222537,0.093406552401625,0.0579401222963354,0.0755302627729617,0.322936552830218,35
36,-0.465895329287697,0.131910762905163,-0.77050161567092,0.0535035453545263,-0.598460639134845,36
37,0.19342487276486,0.0770790810590791,-0.146704306522113,0.057741457952619,0.0356393486455469,37
38,0.0828024447252254,0.115291069721255,-0.302801436654363,0.0563475680920947,-0.0969439314356646,38
39,0.121232415082598,0.0860130893193613,-0.111279113896058,0.0321169626837309,0.0151205814478597,39
