"n.dims","mu.p","sd.p","mu.n","sd.n","cutoff","k"
2,0.722037999097932,7.14022797948271,-1.04783854007253,4.18026768768473,0.653319003934721,2
3,1.45691660889439,4.18720731041672,-1.22057190049759,3.75706040327102,0.66830190461104,3
4,1.0011289381975,4.05072513002611,-1.59159122220531,2.9453322280693,0.689356308048103,4
5,0.967848465112848,4.39291246484144,-1.26031904946312,2.70107728991841,0.738415762745468,5
6,1.43930724860248,4.52355497638874,-1.82473983305534,1.97190388669425,0.787727298031488,6
7,1.33077623382485,4.37603013496259,-1.92144243181277,2.16875379229639,0.779868868807756,7
8,1.18520730638255,3.88347992283571,-1.76830522232544,2.11936846823102,0.730525689228908,8
9,1.30820463823925,3.38481473983483,-1.62881711067819,1.88761880594137,0.723554879751929,9
10,1.17146519984208,3.23503049926846,-1.68188853787511,1.88771851586247,0.693736277607505,10
11,1.06492809079661,2.85363065063197,-1.62597905724196,1.92880951451581,0.678404609466817,11
12,1.09425023581914,2.72030799493782,-1.62073764946319,1.93733693241767,0.670694210990814,12
13,1.09427940959523,2.68566057187654,-1.59380190016048,1.9270204175032,0.667295734703596,13
14,1.07210254936714,2.6667686427442,-1.63003827169154,1.92870120899395,0.666426082628185,14
15,1.27643486318077,2.39891376120488,-1.5890598971322,1.63826690891628,0.624992971058681,15
16,1.26138632492137,2.21196886009815,-1.49151309489,1.61931450559982,0.61389518857961,16
17,1.26068177147064,2.21078653749198,-1.49224716304255,1.62103828226019,0.613875236232941,17
18,1.27451010955954,2.10476256000716,-1.40966510092963,1.66153366265412,0.609722415588842,18
19,1.28283771755418,2.02071396626365,-1.40401250667297,1.63572827346288,0.600510639066994,19
20,1.24349953588888,1.99057200744291,-1.43348625317442,1.61366051983378,0.599238427412798,20
21,1.04473131132935,1.91082981789481,-1.43257681100354,1.220869314236,0.557745457428671,21
22,1.00352855883456,1.73516902125239,-1.30559483984624,1.32615303680612,0.538930527108597,22
23,0.915389769942499,1.76454005216182,-1.27013255423278,1.16537528096034,0.525474982908557,23
24,0.77250529163054,1.70032296532101,-1.21007153129486,0.840970752274882,0.495318690868035,24
25,0.902659592718188,1.47169050284257,-1.17026749686476,0.70695610774753,0.475069664841767,25
26,0.873270639712857,1.46345904529538,-1.17212234937296,0.663731291370578,0.472696332282042,26
27,0.877315943644975,1.44731552018229,-1.17630454891358,0.668308932620355,0.469724472842657,27
28,0.861707188968512,1.46559724840316,-1.20385150675808,0.579753796039147,0.469265601995436,28
29,0.886793435872021,1.41968960322039,-1.17163601410796,0.619219186750766,0.466117915185086,29
30,0.905486410760951,1.18644175025101,-0.917228849342762,0.73435593143856,0.406959721269626,30
31,0.942267902243504,1.13826581978031,-0.793379046530182,0.862397066086038,0.382767048974465,31
32,0.948737311124556,1.18743984363277,-0.797415732894421,0.808364202048256,0.380734023029943,32
33,1.09396589171517,0.950392076110995,-0.718445040052033,0.708878120306424,0.346384104378257,33
34,1.15411590070893,0.836206472344388,-0.825030584845589,0.454329872849312,0.317066207563624,34
35,1.12061871608647,0.778919213511011,-0.804528878571884,0.445473607825377,0.312760351849679,35
36,1.11908643697829,0.781717080393907,-0.805667957583,0.442897154131922,0.312790545381423,36
37,1.12025108263229,0.77933027069004,-0.80465100244107,0.444658850490825,0.312771146360753,37
38,1.22653600079967,0.531805074067605,-0.829338492744982,0.503141403654948,0.304716462836355,38
39,1.37669453979582,0.387254002777659,-0.822073231282799,0.109709869045908,0.287482432524819,39
