"n.dims","mu.p","sd.p","mu.n","sd.n","cutoff","k"
2,1.28602505692984,7.72639676424974,-0.892420477105673,6.7178634582778,1.04299020170904,2
3,1.32895893983168,7.53083388450229,-0.865302470965352,6.76517574518811,1.03348232352209,3
4,1.52651120330107,5.49637587366308,-1.30239128393876,4.0292836122579,0.817229161239921,4
5,1.49139479877644,5.78667724234691,-1.40738468336901,3.8795548172955,0.828338810649788,5
6,1.48747097428142,5.80377810821089,-1.39998313955239,3.83122956622404,0.827428833337826,6
7,1.29054047874291,3.33648082589225,-0.916327571761087,2.20637242147564,0.710259767158269,7
8,1.26486841879218,3.32138565823234,-0.834923158800241,2.32607821597648,0.711823014737219,8
9,1.65072728987414,3.73794491020194,-1.53541347986755,1.85004751460586,0.717318747140018,9
10,1.45824881817672,3.73527510306343,-1.62976941302819,1.78775265063359,0.713480279710068,10
11,1.96999600534285,3.22607725066162,-1.23443021302486,2.20126417461439,0.685164645957074,11
12,1.85904108268981,2.78295019593953,-1.18834444354323,1.94173335105988,0.670779419403808,12
13,2.24217011457192,2.10504471634227,-0.807327766559308,1.96978404182402,0.624879258611676,13
14,2.18368159545798,2.14375561479405,-0.896146467078789,1.92217072420233,0.621793348298349,14
15,2.2503381453595,2.05328582653109,-0.739139270630695,1.81008492935074,0.593487624243008,15
16,2.1529972245299,1.83370020570315,-0.701986659444093,1.74485299378925,0.58006764825247,16
17,2.16873464758219,1.83921441786729,-0.693323239267169,1.73989334118507,0.578875348991963,17
18,2.15519569491182,1.71513602810006,-0.691510482796945,1.71611286096249,0.57012930864887,18
19,2.21002904399239,1.68551543011,-0.681060028689096,1.65199743931056,0.565018459165948,19
20,2.10875201872997,1.43257948759475,-0.507928653107304,1.526489936637,0.519367150182025,20
21,2.10897008225682,1.39195709725695,-0.417506143123966,1.63508127559787,0.506479991698161,21
22,2.12542078477368,1.35470864027865,-0.379995669589831,1.57413738385545,0.501150083662794,22
23,2.09772709017612,1.36034232018457,-0.370929346452088,1.53038008955224,0.496757486507671,23
24,2.12400736009965,1.30630198160403,-0.361121477398628,1.56078055188363,0.4951513897051,24
25,2.08439089060862,1.33906215002886,-0.396232863134112,1.49944718848006,0.47687188300428,25
26,1.98763530329773,1.46911951622608,-0.628761327449379,1.13101624456431,0.437490782048246,26
27,1.96518011963877,1.45789958909474,-0.647098961021965,1.11847609834022,0.434607707601045,27
28,1.91830432395932,1.67260952941549,-0.654497364434831,1.09823857089996,0.415112394477857,28
29,1.95783450820416,1.35438759838848,-0.619791374472448,1.06056236732955,0.385987663005638,29
30,1.85393236881538,1.16846589390634,-0.642459687101349,1.01896359599415,0.376664148730584,30
31,1.88948844992857,1.04373149146679,-0.656848877926226,0.94545269948467,0.360106182797358,31
32,1.73013365022243,0.855613987791056,-0.726426292178419,0.715571769311039,0.340015727190759,32
33,1.64406646452026,0.697676293589276,-0.793771546826563,0.466542135679486,0.313388902413635,33
34,1.57761826911811,0.576653470796006,-0.807369055883304,0.385461407837525,0.306794246162479,34
35,1.52754659308692,0.415124562563266,-0.827699300073181,0.347217011376221,0.297719203980348,35
36,1.50076264119608,0.203997869863079,-0.768463485636743,0.325532176429542,0.294717933422397,36
37,1.47985528732012,0.181330324455232,-0.803375508463253,0.288935638057147,0.290187506960481,37
38,1.44715650964337,0.11135663714728,-0.785638959112742,0.251924333413777,0.288006765681545,38
39,1.44679548432929,0.115932047717122,-0.795976270758529,0.242428407472696,0.287604282577425,39
