"n.dims","mu.p","sd.p","mu.n","sd.n","cutoff","k"
2,2.24966619554565,0.870658231753871,1.74468304082344,1.32833396772603,2.09300702749224,2
3,0.244535229288845,0.528358666969908,-0.395813771415029,0.771461198172066,0.0090868110903056,3
4,0.304897364657934,0.51820481257629,-0.369462094544864,0.7907271428839,0.0492274973519655,4
5,-0.0252503927033186,0.60678086087531,-0.683875244813434,0.796495047693665,-0.237288352547974,5
6,-0.0765621488940771,0.800432276190265,-1.31185294757008,0.83607711263131,-0.727186996166847,6
7,-0.0455295005352219,0.804052850584789,-1.2043666487393,0.803696079893793,-0.661433319592933,7
8,0.0954016112933313,0.546598242280016,-0.891635152718423,0.556708999480917,-0.45364952007842,8
9,0.0851799765479739,0.544551588518314,-0.899672468492117,0.556303145210173,-0.463552024388765,9
10,0.236655977422019,0.531080229220884,-0.736991653286475,0.556514742338138,-0.261293205781912,10
11,0.231114972542735,0.548759093835,-0.759248621144597,0.515298005463037,-0.27312953385519,11
12,0.808706340091843,0.316310192757829,-0.217886587225186,0.447015158408743,0.336315888502457,12
13,1.10022334856164,0.345982994333641,-0.045853138305246,0.41540190430377,0.573782161869313,13
14,1.45423549216285,0.311530026165667,0.289535987470629,0.39285563798326,0.953775043165904,14
15,1.37895628696405,0.292303694804214,0.252140016033005,0.379370395293604,0.8925679584552,15
16,2.29086509614162,0.342195836921002,1.04041358325555,0.408041052792743,1.72987389224259,16
17,2.06300989304763,0.252400731472038,1.00829510593252,0.302202666080702,1.54255661569606,17
18,2.08664710114579,0.257138468439725,1.01130211570896,0.308894688413624,1.54986657905892,18
19,2.02788732128321,0.259759517294673,0.980100899969358,0.318599944194185,1.50210817443074,19
20,2.03218765480265,0.27179044342717,0.979276864366528,0.314673850236717,1.50611844442872,20
21,1.89871103333735,0.231206569401811,0.814020795522506,0.342167506343795,1.35736756613534,21
22,1.84801326820284,0.240739080462483,0.806359171538048,0.324910004809855,1.32542555587137,22
23,1.37844212717311,0.229759523031681,0.511343367729828,0.327123296183046,0.972978519246779,23
24,1.44247355853943,0.237371344944963,0.548003906094171,0.328922755727703,1.02541620250863,24
25,1.43288873337089,0.241440580391476,0.540718066736168,0.337692456131755,1.01391798117272,25
26,1.54095138772155,0.253084170567574,0.585715498540686,0.239102539586568,1.08243356886841,26
27,1.76278959656914,0.218660598239905,0.827456074495278,0.204989563926418,1.30358583259848,27
28,1.1841606056822,0.203714220577007,0.715974560246681,0.119645059389311,0.938644595499357,28
29,1.13530753682659,0.197070662126727,0.694807000366568,0.0982055712288332,0.904940181303219,29
30,1.20149598017983,0.194953093384396,0.729036967949745,0.106446593429704,0.95850719757405,30
31,0.930939746035443,0.0884720188690515,0.540072650140799,0.109395353456596,0.724890953096683,31
32,0.515651668943347,0.0717253683127902,0.152664645140587,0.0901790369169907,0.329525727426598,32
33,0.540598917088907,0.0644368893463947,0.140850462670992,0.108244291606636,0.335619255452396,33
34,0.397696462476421,0.0399412894127687,0.130490228355818,0.065912901752505,0.258263541003897,34
35,0.402582227526093,0.0272868916722856,0.150264579585064,0.0600166816211333,0.271667906101993,35
36,0.0539310617048607,0.0419613541826815,-0.218063752614069,0.040962049335333,-0.0750843088801151,36
37,0.0457572516912585,0.0431375677996497,-0.221295925834202,0.0404082934735601,-0.0804906563150035,37
38,0.188065453313139,0.0263562020422533,-0.0832276886550357,0.0466474099812417,0.0566181025082447,38
39,0.243733840240605,0.0277444103134766,0.0602549630261376,0.0412143828029938,0.156366607824367,39
