"n.dims","mu.p","sd.p","mu.n","sd.n","cutoff","k"
2,2.43161884267565,0.852605574964881,1.94572161741968,1.29914364165636,1.8357383973727,2
3,-0.0243187803454869,0.523852223842109,-0.671788058266055,0.758683097239413,-0.441342981013713,3
4,-0.041862357852748,0.527515725246395,-0.702905708712945,0.701794244794953,-0.432155983192507,4
5,-0.407137599117247,0.577971549760916,-1.05845160639366,0.717138992316878,-0.773045423580505,5
6,-0.423216313903318,0.768007984562545,-1.68393671660864,0.754163601297899,-1.15902473396952,6
7,-0.165233650090303,0.662447410952426,-1.28063984960725,0.739005476296873,-0.843756478220998,7
8,0.176834786128675,0.488292729960887,-0.716041420510029,0.525640236875066,-0.34766028909053,8
9,0.381491485236562,0.496766952302549,-0.518499406641816,0.519061999566327,-0.14686811599855,9
10,0.420695311807703,0.504830791980992,-0.508189397643915,0.537471112022754,-0.128811606567981,10
11,1.64725882812818,0.487572762774374,0.623293356157892,0.411551070759351,1.09004422461892,11
12,1.35760967231005,0.506686285117635,0.332977641057924,0.340973512127036,0.818327745203983,12
13,1.9666927227282,0.319178158361141,0.841799115866018,0.361565424117795,1.38439552704534,13
14,1.91958368900435,0.32256586939176,0.782012639164636,0.358673429306196,1.32992654994661,14
15,2.07400474306481,0.32287970555276,0.984672831459856,0.345812758188424,1.56667421313897,15
16,1.64825142721614,0.295637440750288,0.682171253868992,0.318946184677216,1.18653811996923,16
17,1.39108644723424,0.2589637859402,0.476404119927574,0.279974837033119,0.971514642434721,17
18,1.42846798044262,0.253173767598448,0.491570394185067,0.283031249880037,0.992519183454892,18
19,1.43160261168948,0.253308997848199,0.494043482355977,0.282966904418998,0.99531291272054,19
20,1.33186910083969,0.229331910540637,0.418928437679776,0.28063142210669,0.907542982918296,20
21,1.22214238015584,0.225263411837513,0.353962045696549,0.271412851808381,0.816016812544357,21
22,1.08049715601614,0.19458163842774,0.272089743485304,0.291915351635192,0.690842701180056,22
23,0.883177872174742,0.163731747529267,0.166853420136471,0.279996722590767,0.531409470451696,23
24,1.25930416401795,0.201493761874186,0.461760379888765,0.219270790887786,0.906261051841979,24
25,1.39750659033148,0.140854316028105,0.575532743686656,0.231000090745636,1.01296707889919,25
26,1.26550825874842,0.111497573837976,0.574212954570873,0.223628453672179,0.930287764258272,26
27,1.65466392588615,0.141635350359139,0.824132402538882,0.241819676803709,1.2482710810955,27
28,1.57530230275335,0.150041277125545,0.822542076385522,0.190420187756172,1.22655033357132,28
29,1.65254192482411,0.146441190760876,0.886645915664931,0.179223614611549,1.30696455801395,29
30,1.04350625358795,0.195887184930612,0.274368450281168,0.128280123248171,0.700155136770439,30
31,1.0749694151374,0.180633420586354,0.379213755444009,0.112129390375986,0.766612650952059,31
32,0.875244913028861,0.148784632548036,0.0559247172121017,0.17590476110767,0.471428040208056,32
33,0.777079061935229,0.135883288235179,-0.0326117383538985,0.184012522155645,0.376505632411636,33
34,0.520718782875722,0.0581346907693851,-0.0737558569363223,0.176673383510557,0.200815213683537,34
35,0.307344826499425,0.0469708032439564,-0.238759569497218,0.209274998807802,0.0108107830833736,35
36,0.581394234604776,0.0417614951683434,0.0505464725241139,0.117325251544711,0.296891215220876,36
37,0.514524069382423,0.0505387584425593,-0.0177337150234401,0.121049784163299,0.227437766348042,37
38,-0.0547901020668132,0.0537373267091975,-0.615126804436356,0.147116995989425,-0.360171596602241,38
39,-0.0265258204520804,0.0410297929207805,-0.467417691388119,0.132539817922906,-0.270558674161838,39
