"n.dims","mu.p","sd.p","mu.n","sd.n","cutoff","k"
2,0.0310869149682261,7.72198304939252,-1.0947802620582,7.30106909431837,0.59828671129186,2
3,1.78953330526716,7.10374967225189,-0.565556998118828,6.20083985969774,0.556869070969279,3
4,2.1409320396454,4.60250809818408,-1.33819695111537,4.62139583477571,0.610746692848933,4
5,2.25629351687374,5.16396475689925,-1.44135941071882,4.55450946612738,0.639669784240629,5
6,2.53451555330325,4.69018606261069,-1.13636791509136,4.19830165496438,0.619584011105599,6
7,2.48814486115578,4.62945791152855,-1.04531838769346,3.73143834753829,0.60964184670247,7
8,2.70964307077802,4.72382823137211,-1.07433419651612,3.22094015069288,0.614994874072747,8
9,2.68151890325331,4.72173638467832,-1.11679836701493,3.1642590634586,0.616260962324131,9
10,1.63486331910934,2.70342739029103,-0.987607412380778,2.06226984826116,0.527739924878133,10
11,1.70596297429658,2.81381536254491,-1.00700606953911,2.05456660568411,0.526440960571203,11
12,1.66358548668932,2.80210425178674,-1.04285205111409,2.05588942078231,0.525550690118193,12
13,1.81946581097589,2.56601988410824,-1.0729012687076,1.98686455622649,0.484486266782744,13
14,1.85641318549512,2.42822867428013,-1.03884458990759,1.93009376112875,0.482542269769592,14
15,1.68256880696421,2.29271375842548,-1.21982320478818,1.87740970144394,0.471794678177461,15
16,1.35596985716342,1.56684400798004,-0.894130410363892,1.2628285473722,0.430661679355571,16
17,1.46828469932586,1.41720532008449,-0.838156065218938,1.28888040912522,0.42630394118942,17
18,1.46721471394203,1.41659217777913,-0.838678445311316,1.29194987954425,0.426243036055025,18
19,1.54103463395986,1.19501794469718,-0.800160933688315,1.23223665354368,0.405756656927425,19
20,1.55631148730754,1.13560663573195,-0.754661043492844,1.29994977500854,0.400477448984303,20
21,1.50966763482105,1.16938421838548,-0.777062738821606,0.994603277323126,0.389292361799075,21
22,1.55808734775493,1.20009599679057,-0.808984732959727,0.916702463914754,0.388697119255891,22
23,1.58651091787199,1.20596963206737,-0.791947593013399,0.949788941784265,0.387335383487119,23
24,1.51747805595921,1.13617473661867,-0.924258007739501,0.861358618308182,0.383545708820147,24
25,1.5273337548277,1.15827927955173,-0.921538981322303,0.860084630986169,0.383752190572058,25
26,1.4670821622143,1.0806122983396,-0.963463747851943,0.832474825482716,0.375590905858755,26
27,1.43904697442983,1.043087592686,-0.993183491702603,0.873724342831353,0.369794292948174,27
28,1.43765316937857,1.03408584828509,-1.01067140231624,0.865791077385039,0.367304689102567,28
29,1.432092304367,1.01527080094154,-1.0056454917106,0.868524451319608,0.367169534004207,29
30,1.2853520077856,0.957971972086203,-0.96085118200254,0.38922057990664,0.334288832970653,30
31,1.28847357770521,0.937920221768346,-0.962591990008796,0.377043401687285,0.333956227244838,31
32,1.28809204818918,0.938881216025037,-0.962332353575489,0.37610751741902,0.333971261124806,32
33,1.29515063929251,0.935287192596815,-0.960931384803082,0.37496313839276,0.333853027241205,33
34,1.25747430214739,0.918924852220084,-0.894769113043197,0.298851790229585,0.324792412860755,34
35,1.26673284479851,0.928457092831385,-0.885178037186413,0.346678380633084,0.321741749082858,35
36,1.28623457744368,0.946222435990687,-0.886345363446162,0.340524889193464,0.320766685062421,36
37,1.18197594374021,0.564139499680524,-0.87571399355849,0.108342095583365,0.297709181486223,37
38,1.16637911178992,0.540505005607194,-0.862644106449642,0.103676139627761,0.298337348554801,38
39,1.1573052872069,0.552501113180776,-0.867397980827808,0.059913298361679,0.298052851962451,39
