"sim","method","n.dims","fn","fp"
108,"PCA-LDA",10,2,5
108,"PCA-LDA",11,2,3
108,"PCA-LDA",12,2,5
108,"PCA-LDA",13,2,3
108,"PCA-LDA",14,1,1
108,"PCA-LDA",15,1,3
108,"PCA-LDA",16,1,2
108,"PCA-LDA",17,1,1
108,"PCA-LDA",18,0,2
108,"PCA-LDA",19,0,0
108,"PCA-LDA",20,0,0
108,"PCA-LDA",21,0,0
108,"PCA-LDA",22,0,0
108,"PCA-LDA",23,0,0
108,"PCA-LDA",24,0,0
108,"PCA-LDA",25,0,0
108,"PCA-LDA",26,0,0
108,"PCA-LDA",27,0,0
108,"PCA-LDA",28,0,0
108,"PCA-LDA",29,0,0
108,"PCA-LDA",30,0,0
108,"PCA-LDA",31,0,0
108,"PCA-LDA",32,0,0
108,"PCA-LDA",33,0,0
108,"PCA-LDA",34,0,0
108,"PCA-LDA",35,0,0
108,"PCA-LDA",36,0,0
108,"PCA-LDA",37,0,0
108,"PCA-LDA",38,0,0
108,"PCA-LDA",39,0,0
109,"CCA-LDA",2,7,13
109,"CCA-LDA",3,4,10
109,"CCA-LDA",4,5,8
109,"CCA-LDA",5,4,8
109,"CCA-LDA",6,3,2
109,"CCA-LDA",7,2,2
109,"CCA-LDA",8,2,0
109,"CCA-LDA",9,3,0
109,"CCA-LDA",10,2,2
109,"CCA-LDA",11,2,2
109,"CCA-LDA",12,0,1
109,"CCA-LDA",13,0,0
109,"CCA-LDA",14,0,0
109,"CCA-LDA",15,0,0
109,"CCA-LDA",16,0,0
109,"CCA-LDA",17,0,0
109,"CCA-LDA",18,0,0
109,"CCA-LDA",19,0,0
109,"CCA-LDA",20,0,0
109,"CCA-LDA",21,0,0
109,"CCA-LDA",22,0,0
109,"CCA-LDA",23,0,0
109,"CCA-LDA",24,0,0
109,"CCA-LDA",25,0,0
109,"CCA-LDA",26,0,0
109,"CCA-LDA",27,0,0
109,"CCA-LDA",28,0,0
109,"CCA-LDA",29,0,0
109,"CCA-LDA",30,0,0
109,"CCA-LDA",31,0,0
109,"CCA-LDA",32,0,0
109,"CCA-LDA",33,0,0
109,"CCA-LDA",34,0,0
109,"CCA-LDA",35,0,0
109,"CCA-LDA",36,0,0
109,"CCA-LDA",37,0,0
109,"CCA-LDA",38,0,0
109,"CCA-LDA",39,0,0
109,"PCA-LDA",2,6,8
109,"PCA-LDA",3,5,6
109,"PCA-LDA",4,5,6
109,"PCA-LDA",5,5,6
109,"PCA-LDA",6,5,4
109,"PCA-LDA",7,3,2
109,"PCA-LDA",8,3,1
109,"PCA-LDA",9,3,2
109,"PCA-LDA",10,2,3
109,"PCA-LDA",11,2,3
109,"PCA-LDA",12,2,3
109,"PCA-LDA",13,2,1
109,"PCA-LDA",14,2,1
109,"PCA-LDA",15,2,2
109,"PCA-LDA",16,2,2
109,"PCA-LDA",17,2,2
109,"PCA-LDA",18,2,1
109,"PCA-LDA",19,2,1
109,"PCA-LDA",20,0,1
109,"PCA-LDA",21,0,0
109,"PCA-LDA",22,0,0
109,"PCA-LDA",23,0,0
109,"PCA-LDA",24,0,0
109,"PCA-LDA",25,0,0
109,"PCA-LDA",26,0,0
109,"PCA-LDA",27,0,0
109,"PCA-LDA",28,0,0
109,"PCA-LDA",29,0,0
109,"PCA-LDA",30,0,0
109,"PCA-LDA",31,0,0
109,"PCA-LDA",32,0,0
109,"PCA-LDA",33,0,0
109,"PCA-LDA",34,0,0
109,"PCA-LDA",35,0,0
109,"PCA-LDA",36,0,0
109,"PCA-LDA",37,0,0
109,"PCA-LDA",38,0,0
109,"PCA-LDA",39,0,0
110,"CCA-LDA",2,7,10
110,"CCA-LDA",3,3,6
110,"CCA-LDA",4,2,9
110,"CCA-LDA",5,2,8
110,"CCA-LDA",6,3,7
110,"CCA-LDA",7,3,5
110,"CCA-LDA",8,1,6
110,"CCA-LDA",9,0,4
110,"CCA-LDA",10,0,4
110,"CCA-LDA",11,0,3
110,"CCA-LDA",12,0,0
110,"CCA-LDA",13,0,0
110,"CCA-LDA",14,0,0
110,"CCA-LDA",15,0,0
110,"CCA-LDA",16,0,0
110,"CCA-LDA",17,0,0
110,"CCA-LDA",18,0,0
110,"CCA-LDA",19,0,0
110,"CCA-LDA",20,0,0
110,"CCA-LDA",21,0,0
110,"CCA-LDA",22,0,0
110,"CCA-LDA",23,0,0
110,"CCA-LDA",24,0,0
110,"CCA-LDA",25,0,0
110,"CCA-LDA",26,0,0
110,"CCA-LDA",27,0,0
110,"CCA-LDA",28,0,0
110,"CCA-LDA",29,0,0
110,"CCA-LDA",30,0,0
110,"CCA-LDA",31,0,0
110,"CCA-LDA",32,0,0
110,"CCA-LDA",33,0,0
110,"CCA-LDA",34,0,0
110,"CCA-LDA",35,0,0
110,"CCA-LDA",36,0,0
110,"CCA-LDA",37,0,0
110,"CCA-LDA",38,0,0
110,"CCA-LDA",39,0,0
110,"PCA-LDA",2,7,8
110,"PCA-LDA",3,6,10
110,"PCA-LDA",4,6,9
110,"PCA-LDA",5,6,10
110,"PCA-LDA",6,6,7
110,"PCA-LDA",7,5,6
110,"PCA-LDA",8,5,6
110,"PCA-LDA",9,5,6
110,"PCA-LDA",10,4,4
110,"PCA-LDA",11,3,1
110,"PCA-LDA",12,2,1
110,"PCA-LDA",13,3,3
110,"PCA-LDA",14,3,1
110,"PCA-LDA",15,2,0
110,"PCA-LDA",16,2,0
110,"PCA-LDA",17,0,0
110,"PCA-LDA",18,0,0
110,"PCA-LDA",19,0,0
110,"PCA-LDA",20,0,0
110,"PCA-LDA",21,0,0
110,"PCA-LDA",22,0,0
110,"PCA-LDA",23,0,0
110,"PCA-LDA",24,0,0
110,"PCA-LDA",25,0,0
110,"PCA-LDA",26,0,0
110,"PCA-LDA",27,0,0
110,"PCA-LDA",28,0,0
110,"PCA-LDA",29,0,0
110,"PCA-LDA",30,0,0
110,"PCA-LDA",31,0,0
110,"PCA-LDA",32,0,0
110,"PCA-LDA",33,0,0
110,"PCA-LDA",34,0,0
110,"PCA-LDA",35,0,0
110,"PCA-LDA",36,0,0
110,"PCA-LDA",37,0,0
110,"PCA-LDA",38,0,0
110,"PCA-LDA",39,0,0
111,"CCA-LDA",2,7,13
111,"CCA-LDA",3,4,8
111,"CCA-LDA",4,4,6
111,"CCA-LDA",5,4,6
111,"CCA-LDA",6,2,6
111,"CCA-LDA",7,3,5
111,"CCA-LDA",8,0,3
111,"CCA-LDA",9,0,3
111,"CCA-LDA",10,0,4
111,"CCA-LDA",11,0,2
111,"CCA-LDA",12,0,1
111,"CCA-LDA",13,0,1
111,"CCA-LDA",14,0,0
111,"CCA-LDA",15,0,0
111,"CCA-LDA",16,0,0
111,"CCA-LDA",17,0,0
111,"CCA-LDA",18,0,0
111,"CCA-LDA",19,0,0
111,"CCA-LDA",20,0,0
111,"CCA-LDA",21,0,0
111,"CCA-LDA",22,0,0
111,"CCA-LDA",23,0,0
111,"CCA-LDA",24,0,0
111,"CCA-LDA",25,0,0
111,"CCA-LDA",26,0,0
111,"CCA-LDA",27,0,0
111,"CCA-LDA",28,0,0
111,"CCA-LDA",29,0,0
111,"CCA-LDA",30,0,0
111,"CCA-LDA",31,0,0
111,"CCA-LDA",32,0,0
111,"CCA-LDA",33,0,0
111,"CCA-LDA",34,0,0
111,"CCA-LDA",35,0,0
111,"CCA-LDA",36,0,0
111,"CCA-LDA",37,0,0
111,"CCA-LDA",38,0,0
111,"CCA-LDA",39,0,0
111,"PCA-LDA",2,8,14
111,"PCA-LDA",3,8,13
111,"PCA-LDA",4,5,15
111,"PCA-LDA",5,5,15
111,"PCA-LDA",6,4,14
111,"PCA-LDA",7,6,3
111,"PCA-LDA",8,6,4
111,"PCA-LDA",9,6,4
111,"PCA-LDA",10,3,4
111,"PCA-LDA",11,3,4
111,"PCA-LDA",12,3,3
111,"PCA-LDA",13,3,4
111,"PCA-LDA",14,3,4
111,"PCA-LDA",15,3,3
111,"PCA-LDA",16,1,3
111,"PCA-LDA",17,1,3
111,"PCA-LDA",18,0,2
111,"PCA-LDA",19,0,3
111,"PCA-LDA",20,0,2
111,"PCA-LDA",21,0,0
111,"PCA-LDA",22,0,0
111,"PCA-LDA",23,0,0
111,"PCA-LDA",24,0,0
111,"PCA-LDA",25,0,0
111,"PCA-LDA",26,0,0
111,"PCA-LDA",27,0,0
111,"PCA-LDA",28,0,0
111,"PCA-LDA",29,0,0
111,"PCA-LDA",30,0,0
111,"PCA-LDA",31,0,0
111,"PCA-LDA",32,0,0
111,"PCA-LDA",33,0,0
111,"PCA-LDA",34,0,0
111,"PCA-LDA",35,0,0
111,"PCA-LDA",36,0,0
111,"PCA-LDA",37,0,0
111,"PCA-LDA",38,0,0
111,"PCA-LDA",39,0,0
112,"CCA-LDA",2,4,9
112,"CCA-LDA",3,3,11
112,"CCA-LDA",4,3,11
112,"CCA-LDA",5,3,10
112,"CCA-LDA",6,5,5
112,"CCA-LDA",7,4,4
112,"CCA-LDA",8,2,7
112,"CCA-LDA",9,2,6
112,"CCA-LDA",10,2,6
112,"CCA-LDA",11,2,6
112,"CCA-LDA",12,1,0
112,"CCA-LDA",13,1,0
112,"CCA-LDA",14,0,0
112,"CCA-LDA",15,0,0
112,"CCA-LDA",16,0,0
112,"CCA-LDA",17,0,0
112,"CCA-LDA",18,0,0
112,"CCA-LDA",19,0,0
112,"CCA-LDA",20,0,0
112,"CCA-LDA",21,0,0
112,"CCA-LDA",22,0,0
112,"CCA-LDA",23,0,0
112,"CCA-LDA",24,0,0
112,"CCA-LDA",25,0,0
112,"CCA-LDA",26,0,0
112,"CCA-LDA",27,0,0
112,"CCA-LDA",28,0,0
112,"CCA-LDA",29,0,0
112,"CCA-LDA",30,0,0
112,"CCA-LDA",31,0,0
112,"CCA-LDA",32,0,0
112,"CCA-LDA",33,0,0
112,"CCA-LDA",34,0,0
112,"CCA-LDA",35,0,0
112,"CCA-LDA",36,0,0
112,"CCA-LDA",37,0,0
112,"CCA-LDA",38,0,0
112,"CCA-LDA",39,0,0
112,"PCA-LDA",2,6,10
112,"PCA-LDA",3,7,13
112,"PCA-LDA",4,6,8
112,"PCA-LDA",5,3,8
112,"PCA-LDA",6,2,8
112,"PCA-LDA",7,2,9
112,"PCA-LDA",8,4,8
112,"PCA-LDA",9,2,7
112,"PCA-LDA",10,3,4
112,"PCA-LDA",11,2,1
112,"PCA-LDA",12,2,1
112,"PCA-LDA",13,1,1
112,"PCA-LDA",14,1,1
112,"PCA-LDA",15,0,0
112,"PCA-LDA",16,0,0
112,"PCA-LDA",17,0,0
112,"PCA-LDA",18,0,0
112,"PCA-LDA",19,0,1
112,"PCA-LDA",20,0,0
112,"PCA-LDA",21,0,0
112,"PCA-LDA",22,0,0
112,"PCA-LDA",23,0,0
112,"PCA-LDA",24,0,0
112,"PCA-LDA",25,0,0
112,"PCA-LDA",26,0,0
112,"PCA-LDA",27,0,0
112,"PCA-LDA",28,0,0
112,"PCA-LDA",29,0,0
112,"PCA-LDA",30,0,0
112,"PCA-LDA",31,0,0
112,"PCA-LDA",32,0,0
112,"PCA-LDA",33,0,0
112,"PCA-LDA",34,0,0
112,"PCA-LDA",35,0,0
112,"PCA-LDA",36,0,0
112,"PCA-LDA",37,0,0
112,"PCA-LDA",38,0,0
112,"PCA-LDA",39,0,0
113,"CCA-LDA",2,7,11
113,"CCA-LDA",3,3,7
113,"CCA-LDA",4,4,8
113,"CCA-LDA",5,3,7
113,"CCA-LDA",6,2,5
113,"CCA-LDA",7,3,3
113,"CCA-LDA",8,2,3
113,"CCA-LDA",9,2,4
113,"CCA-LDA",10,2,4
113,"CCA-LDA",11,2,1
113,"CCA-LDA",12,1,0
113,"CCA-LDA",13,1,0
113,"CCA-LDA",14,0,0
113,"CCA-LDA",15,0,0
113,"CCA-LDA",16,0,0
113,"CCA-LDA",17,0,0
113,"CCA-LDA",18,0,0
113,"CCA-LDA",19,0,0
113,"CCA-LDA",20,0,0
113,"CCA-LDA",21,0,0
113,"CCA-LDA",22,0,0
113,"CCA-LDA",23,0,0
113,"CCA-LDA",24,0,0
113,"CCA-LDA",25,0,0
113,"CCA-LDA",26,0,0
113,"CCA-LDA",27,0,0
113,"CCA-LDA",28,0,0
113,"CCA-LDA",29,0,0
113,"CCA-LDA",30,0,0
113,"CCA-LDA",31,0,0
113,"CCA-LDA",32,0,0
113,"CCA-LDA",33,0,0
113,"CCA-LDA",34,0,0
113,"CCA-LDA",35,0,0
113,"CCA-LDA",36,0,0
113,"CCA-LDA",37,0,0
113,"CCA-LDA",38,0,0
113,"CCA-LDA",39,0,0
113,"PCA-LDA",2,9,12
113,"PCA-LDA",3,7,10
113,"PCA-LDA",4,5,9
113,"PCA-LDA",5,4,5
113,"PCA-LDA",6,5,5
113,"PCA-LDA",7,2,6
113,"PCA-LDA",8,2,4
113,"PCA-LDA",9,2,5
113,"PCA-LDA",10,1,3
113,"PCA-LDA",11,1,4
113,"PCA-LDA",12,1,3
113,"PCA-LDA",13,1,3
113,"PCA-LDA",14,0,1
113,"PCA-LDA",15,0,2
113,"PCA-LDA",16,0,1
113,"PCA-LDA",17,0,2
113,"PCA-LDA",18,0,1
113,"PCA-LDA",19,0,0
113,"PCA-LDA",20,0,0
113,"PCA-LDA",21,0,0
113,"PCA-LDA",22,0,0
113,"PCA-LDA",23,0,0
113,"PCA-LDA",24,0,0
113,"PCA-LDA",25,0,0
113,"PCA-LDA",26,0,0
113,"PCA-LDA",27,0,0
113,"PCA-LDA",28,0,0
113,"PCA-LDA",29,0,0
113,"PCA-LDA",30,0,0
113,"PCA-LDA",31,0,0
113,"PCA-LDA",32,0,0
113,"PCA-LDA",33,0,0
113,"PCA-LDA",34,0,0
113,"PCA-LDA",35,0,0
113,"PCA-LDA",36,0,0
113,"PCA-LDA",37,0,0
113,"PCA-LDA",38,0,0
113,"PCA-LDA",39,0,0
114,"CCA-LDA",2,9,12
114,"CCA-LDA",3,6,10
114,"CCA-LDA",4,5,7
114,"CCA-LDA",5,5,6
114,"CCA-LDA",6,2,1
114,"CCA-LDA",7,3,2
114,"CCA-LDA",8,2,3
114,"CCA-LDA",9,2,3
114,"CCA-LDA",10,2,4
114,"CCA-LDA",11,2,1
114,"CCA-LDA",12,0,0
114,"CCA-LDA",13,0,0
114,"CCA-LDA",14,0,0
114,"CCA-LDA",15,0,0
114,"CCA-LDA",16,0,0
114,"CCA-LDA",17,0,0
114,"CCA-LDA",18,0,0
114,"CCA-LDA",19,0,0
114,"CCA-LDA",20,0,0
114,"CCA-LDA",21,0,0
114,"CCA-LDA",22,0,0
114,"CCA-LDA",23,0,0
114,"CCA-LDA",24,0,0
114,"CCA-LDA",25,0,0
114,"CCA-LDA",26,0,0
114,"CCA-LDA",27,0,0
114,"CCA-LDA",28,0,0
114,"CCA-LDA",29,0,0
114,"CCA-LDA",30,0,0
114,"CCA-LDA",31,0,0
114,"CCA-LDA",32,0,0
114,"CCA-LDA",33,0,0
114,"CCA-LDA",34,0,0
114,"CCA-LDA",35,0,0
114,"CCA-LDA",36,0,0
114,"CCA-LDA",37,0,0
114,"CCA-LDA",38,0,0
114,"CCA-LDA",39,0,0
114,"PCA-LDA",2,7,6
114,"PCA-LDA",3,7,5
114,"PCA-LDA",4,5,7
114,"PCA-LDA",5,3,7
114,"PCA-LDA",6,3,7
114,"PCA-LDA",7,2,7
114,"PCA-LDA",8,1,4
114,"PCA-LDA",9,1,5
114,"PCA-LDA",10,1,3
114,"PCA-LDA",11,1,3
114,"PCA-LDA",12,0,1
114,"PCA-LDA",13,0,0
114,"PCA-LDA",14,0,0
114,"PCA-LDA",15,0,0
114,"PCA-LDA",16,0,0
114,"PCA-LDA",17,0,0
114,"PCA-LDA",18,0,0
114,"PCA-LDA",19,0,0
114,"PCA-LDA",20,0,0
114,"PCA-LDA",21,0,0
114,"PCA-LDA",22,0,0
114,"PCA-LDA",23,0,0
114,"PCA-LDA",24,0,0
114,"PCA-LDA",25,0,0
114,"PCA-LDA",26,0,0
114,"PCA-LDA",27,0,0
114,"PCA-LDA",28,0,0
114,"PCA-LDA",29,0,0
114,"PCA-LDA",30,0,0
114,"PCA-LDA",31,0,0
114,"PCA-LDA",32,0,0
114,"PCA-LDA",33,0,0
114,"PCA-LDA",34,0,0
114,"PCA-LDA",35,0,0
114,"PCA-LDA",36,0,0
114,"PCA-LDA",37,0,0
114,"PCA-LDA",38,0,0
114,"PCA-LDA",39,0,0
115,"CCA-LDA",2,8,13
115,"CCA-LDA",3,5,7
115,"CCA-LDA",4,4,6
115,"CCA-LDA",5,3,6
115,"CCA-LDA",6,3,3
115,"CCA-LDA",7,3,3
115,"CCA-LDA",8,3,1
115,"CCA-LDA",9,3,1
115,"CCA-LDA",10,3,2
115,"CCA-LDA",11,2,2
115,"CCA-LDA",12,2,1
115,"CCA-LDA",13,0,0
115,"CCA-LDA",14,0,0
115,"CCA-LDA",15,0,0
115,"CCA-LDA",16,0,0
115,"CCA-LDA",17,0,0
115,"CCA-LDA",18,0,0
115,"CCA-LDA",19,0,0
115,"CCA-LDA",20,0,0
115,"CCA-LDA",21,0,0
115,"CCA-LDA",22,0,0
115,"CCA-LDA",23,0,0
115,"CCA-LDA",24,0,0
115,"CCA-LDA",25,0,0
115,"CCA-LDA",26,0,0
115,"CCA-LDA",27,0,0
115,"CCA-LDA",28,0,0
115,"CCA-LDA",29,0,0
115,"CCA-LDA",30,0,0
115,"CCA-LDA",31,0,0
115,"CCA-LDA",32,0,0
115,"CCA-LDA",33,0,0
115,"CCA-LDA",34,0,0
115,"CCA-LDA",35,0,0
115,"CCA-LDA",36,0,0
115,"CCA-LDA",37,0,0
115,"CCA-LDA",38,0,0
115,"CCA-LDA",39,0,0
115,"PCA-LDA",2,7,10
115,"PCA-LDA",3,3,6
115,"PCA-LDA",4,5,3
115,"PCA-LDA",5,2,2
115,"PCA-LDA",6,2,3
115,"PCA-LDA",7,2,1
115,"PCA-LDA",8,2,3
115,"PCA-LDA",9,2,2
115,"PCA-LDA",10,3,0
115,"PCA-LDA",11,3,0
115,"PCA-LDA",12,3,0
115,"PCA-LDA",13,3,0
115,"PCA-LDA",14,3,0
115,"PCA-LDA",15,3,0
115,"PCA-LDA",16,3,0
115,"PCA-LDA",17,3,0
115,"PCA-LDA",18,2,0
115,"PCA-LDA",19,3,0
115,"PCA-LDA",20,3,0
115,"PCA-LDA",21,3,1
115,"PCA-LDA",22,2,1
115,"PCA-LDA",23,0,0
115,"PCA-LDA",24,0,0
115,"PCA-LDA",25,0,0
115,"PCA-LDA",26,0,0
115,"PCA-LDA",27,0,0
115,"PCA-LDA",28,0,0
115,"PCA-LDA",29,0,0
115,"PCA-LDA",30,0,0
115,"PCA-LDA",31,0,0
115,"PCA-LDA",32,0,0
115,"PCA-LDA",33,0,0
115,"PCA-LDA",34,0,0
115,"PCA-LDA",35,0,0
115,"PCA-LDA",36,0,0
115,"PCA-LDA",37,0,0
115,"PCA-LDA",38,0,0
115,"PCA-LDA",39,0,0
116,"CCA-LDA",2,6,12
116,"CCA-LDA",3,3,8
116,"CCA-LDA",4,4,7
116,"CCA-LDA",5,3,8
116,"CCA-LDA",6,3,3
116,"CCA-LDA",7,2,3
116,"CCA-LDA",8,3,3
116,"CCA-LDA",9,3,3
116,"CCA-LDA",10,2,3
116,"CCA-LDA",11,1,4
116,"CCA-LDA",12,1,3
116,"CCA-LDA",13,1,2
116,"CCA-LDA",14,1,0
116,"CCA-LDA",15,1,0
116,"CCA-LDA",16,0,0
116,"CCA-LDA",17,0,0
116,"CCA-LDA",18,0,0
116,"CCA-LDA",19,0,0
116,"CCA-LDA",20,0,0
116,"CCA-LDA",21,0,0
116,"CCA-LDA",22,0,0
116,"CCA-LDA",23,0,0
116,"CCA-LDA",24,0,0
116,"CCA-LDA",25,0,0
116,"CCA-LDA",26,0,0
116,"CCA-LDA",27,0,0
116,"CCA-LDA",28,0,0
116,"CCA-LDA",29,0,0
116,"CCA-LDA",30,0,0
116,"CCA-LDA",31,0,0
116,"CCA-LDA",32,0,0
116,"CCA-LDA",33,0,0
116,"CCA-LDA",34,0,0
116,"CCA-LDA",35,0,0
116,"CCA-LDA",36,0,0
116,"CCA-LDA",37,0,0
116,"CCA-LDA",38,0,0
116,"CCA-LDA",39,0,0
116,"PCA-LDA",2,8,10
116,"PCA-LDA",3,5,7
116,"PCA-LDA",4,5,8
116,"PCA-LDA",5,5,9
116,"PCA-LDA",6,6,9
116,"PCA-LDA",7,6,8
116,"PCA-LDA",8,5,8
116,"PCA-LDA",9,1,10
116,"PCA-LDA",10,1,10
116,"PCA-LDA",11,3,4
116,"PCA-LDA",12,4,4
116,"PCA-LDA",13,2,2
116,"PCA-LDA",14,2,3
116,"PCA-LDA",15,2,4
116,"PCA-LDA",16,1,1
116,"PCA-LDA",17,1,0
116,"PCA-LDA",18,0,0
116,"PCA-LDA",19,0,0
116,"PCA-LDA",20,0,0
116,"PCA-LDA",21,0,0
116,"PCA-LDA",22,0,0
116,"PCA-LDA",23,0,0
116,"PCA-LDA",24,0,0
116,"PCA-LDA",25,0,0
116,"PCA-LDA",26,0,0
116,"PCA-LDA",27,0,0
116,"PCA-LDA",28,0,0
116,"PCA-LDA",29,0,0
116,"PCA-LDA",30,0,0
116,"PCA-LDA",31,0,0
116,"PCA-LDA",32,0,0
116,"PCA-LDA",33,0,0
116,"PCA-LDA",34,0,0
116,"PCA-LDA",35,0,0
116,"PCA-LDA",36,0,0
116,"PCA-LDA",37,0,0
116,"PCA-LDA",38,0,0
116,"PCA-LDA",39,0,0
117,"CCA-LDA",2,7,12
117,"CCA-LDA",3,4,5
117,"CCA-LDA",4,3,5
117,"CCA-LDA",5,2,5
117,"CCA-LDA",6,4,3
117,"CCA-LDA",7,4,4
117,"CCA-LDA",8,3,3
117,"CCA-LDA",9,3,3
117,"CCA-LDA",10,3,3
117,"CCA-LDA",11,3,3
117,"CCA-LDA",12,2,3
117,"CCA-LDA",13,0,0
117,"CCA-LDA",14,0,0
117,"CCA-LDA",15,0,0
117,"CCA-LDA",16,0,0
117,"CCA-LDA",17,0,0
117,"CCA-LDA",18,0,0
117,"CCA-LDA",19,0,0
117,"CCA-LDA",20,0,0
117,"CCA-LDA",21,0,0
117,"CCA-LDA",22,0,0
117,"CCA-LDA",23,0,0
117,"CCA-LDA",24,0,0
117,"CCA-LDA",25,0,0
117,"CCA-LDA",26,0,0
117,"CCA-LDA",27,0,0
117,"CCA-LDA",28,0,0
117,"CCA-LDA",29,0,0
117,"CCA-LDA",30,0,0
117,"CCA-LDA",31,0,0
117,"CCA-LDA",32,0,0
117,"CCA-LDA",33,0,0
117,"CCA-LDA",34,0,0
117,"CCA-LDA",35,0,0
117,"CCA-LDA",36,0,0
117,"CCA-LDA",37,0,0
117,"CCA-LDA",38,0,0
117,"CCA-LDA",39,0,0
117,"PCA-LDA",2,8,8
117,"PCA-LDA",3,7,4
117,"PCA-LDA",4,7,5
117,"PCA-LDA",5,7,5
117,"PCA-LDA",6,8,6
117,"PCA-LDA",7,6,7
117,"PCA-LDA",8,4,9
117,"PCA-LDA",9,3,6
117,"PCA-LDA",10,4,6
117,"PCA-LDA",11,1,8
117,"PCA-LDA",12,1,5
117,"PCA-LDA",13,0,2
117,"PCA-LDA",14,0,4
117,"PCA-LDA",15,0,4
117,"PCA-LDA",16,0,2
117,"PCA-LDA",17,0,1
117,"PCA-LDA",18,0,0
117,"PCA-LDA",19,0,0
117,"PCA-LDA",20,0,0
117,"PCA-LDA",21,0,0
117,"PCA-LDA",22,0,0
117,"PCA-LDA",23,0,0
117,"PCA-LDA",24,0,0
117,"PCA-LDA",25,0,0
117,"PCA-LDA",26,0,0
117,"PCA-LDA",27,0,0
117,"PCA-LDA",28,0,0
117,"PCA-LDA",29,0,0
117,"PCA-LDA",30,0,0
117,"PCA-LDA",31,0,0
117,"PCA-LDA",32,0,0
117,"PCA-LDA",33,0,0
117,"PCA-LDA",34,0,0
117,"PCA-LDA",35,0,0
117,"PCA-LDA",36,0,0
117,"PCA-LDA",37,0,0
117,"PCA-LDA",38,0,0
117,"PCA-LDA",39,0,0
118,"CCA-LDA",2,9,11
118,"CCA-LDA",3,5,9
118,"CCA-LDA",4,2,7
118,"CCA-LDA",5,4,4
118,"CCA-LDA",6,1,3
118,"CCA-LDA",7,1,2
118,"CCA-LDA",8,1,3
118,"CCA-LDA",9,2,2
118,"CCA-LDA",10,2,2
118,"CCA-LDA",11,2,0
118,"CCA-LDA",12,0,0
118,"CCA-LDA",13,0,0
118,"CCA-LDA",14,0,0
118,"CCA-LDA",15,0,0
118,"CCA-LDA",16,0,0
118,"CCA-LDA",17,0,0
118,"CCA-LDA",18,0,0
118,"CCA-LDA",19,0,0
118,"CCA-LDA",20,0,0
118,"CCA-LDA",21,0,0
118,"CCA-LDA",22,0,0
118,"CCA-LDA",23,0,0
118,"CCA-LDA",24,0,0
118,"CCA-LDA",25,0,0
118,"CCA-LDA",26,0,0
118,"CCA-LDA",27,0,0
118,"CCA-LDA",28,0,0
118,"CCA-LDA",29,0,0
118,"CCA-LDA",30,0,0
118,"CCA-LDA",31,0,0
118,"CCA-LDA",32,0,0
118,"CCA-LDA",33,0,0
118,"CCA-LDA",34,0,0
118,"CCA-LDA",35,0,0
118,"CCA-LDA",36,0,0
118,"CCA-LDA",37,0,0
118,"CCA-LDA",38,0,0
118,"CCA-LDA",39,0,0
118,"PCA-LDA",2,5,9
118,"PCA-LDA",3,4,8
118,"PCA-LDA",4,5,6
118,"PCA-LDA",5,3,5
118,"PCA-LDA",6,3,5
118,"PCA-LDA",7,3,4
118,"PCA-LDA",8,2,2
118,"PCA-LDA",9,2,1
118,"PCA-LDA",10,2,1
118,"PCA-LDA",11,3,1
118,"PCA-LDA",12,2,2
118,"PCA-LDA",13,1,1
118,"PCA-LDA",14,1,1
118,"PCA-LDA",15,1,1
118,"PCA-LDA",16,1,1
118,"PCA-LDA",17,1,1
118,"PCA-LDA",18,1,1
118,"PCA-LDA",19,1,0
118,"PCA-LDA",20,1,0
118,"PCA-LDA",21,1,0
118,"PCA-LDA",22,0,0
118,"PCA-LDA",23,0,0
118,"PCA-LDA",24,0,0
118,"PCA-LDA",25,0,0
118,"PCA-LDA",26,0,0
118,"PCA-LDA",27,0,0
118,"PCA-LDA",28,0,0
118,"PCA-LDA",29,0,0
118,"PCA-LDA",30,0,0
118,"PCA-LDA",31,0,0
118,"PCA-LDA",32,0,0
118,"PCA-LDA",33,0,0
118,"PCA-LDA",34,0,0
118,"PCA-LDA",35,0,0
118,"PCA-LDA",36,0,0
118,"PCA-LDA",37,0,0
118,"PCA-LDA",38,0,0
118,"PCA-LDA",39,0,0
119,"CCA-LDA",2,3,10
119,"CCA-LDA",3,2,10
119,"CCA-LDA",4,3,8
119,"CCA-LDA",5,3,6
119,"CCA-LDA",6,2,3
119,"CCA-LDA",7,2,3
119,"CCA-LDA",8,2,3
119,"CCA-LDA",9,2,4
119,"CCA-LDA",10,2,4
119,"CCA-LDA",11,2,2
119,"CCA-LDA",12,2,1
119,"CCA-LDA",13,0,0
119,"CCA-LDA",14,0,0
119,"CCA-LDA",15,0,0
119,"CCA-LDA",16,0,0
119,"CCA-LDA",17,0,0
119,"CCA-LDA",18,0,0
119,"CCA-LDA",19,0,0
119,"CCA-LDA",20,0,0
119,"CCA-LDA",21,0,0
119,"CCA-LDA",22,0,0
119,"CCA-LDA",23,0,0
119,"CCA-LDA",24,0,0
119,"CCA-LDA",25,0,0
119,"CCA-LDA",26,0,0
119,"CCA-LDA",27,0,0
119,"CCA-LDA",28,0,0
119,"CCA-LDA",29,0,0
119,"CCA-LDA",30,0,0
119,"CCA-LDA",31,0,0
119,"CCA-LDA",32,0,0
119,"CCA-LDA",33,0,0
