"method","n.dims","left.out.obs","fn","fp"
"PCA-LDA",2,6,12,11
"PCA-LDA",2,7,10,15
"PCA-LDA",2,8,11,12
"PCA-LDA",2,9,11,12
"PCA-LDA",2,10,10,11
"PCA-LDA",2,11,11,11
"PCA-LDA",2,12,10,11
"PCA-LDA",2,13,11,10
"PCA-LDA",2,14,9,15
"PCA-LDA",2,15,12,17
"PCA-LDA",2,16,13,12
"PCA-LDA",2,17,9,12
"PCA-LDA",2,18,8,12
"PCA-LDA",2,19,11,13
"PCA-LDA",2,20,9,13
"PCA-LDA",2,21,13,12
"PCA-LDA",2,22,10,11
"PCA-LDA",2,23,13,11
"PCA-LDA",2,24,13,11
"PCA-LDA",2,25,13,12
"PCA-LDA",2,26,13,12
"PCA-LDA",2,27,9,15
"PCA-LDA",2,28,11,12
"PCA-LDA",2,29,8,11
"PCA-LDA",2,30,13,12
"PCA-LDA",2,31,12,10
"PCA-LDA",2,32,10,11
"PCA-LDA",2,33,11,11
"PCA-LDA",2,34,13,12
"PCA-LDA",2,35,13,11
"PCA-LDA",2,36,13,11
"PCA-LDA",2,37,13,11
"PCA-LDA",2,38,13,12
"PCA-LDA",2,39,13,12
"PCA-LDA",2,40,11,13
"PCA-LDA",2,41,13,11
"PCA-LDA",2,42,11,11
"PCA-LDA",2,43,12,10
"PCA-LDA",3,1,11,15
"PCA-LDA",3,2,12,18
"PCA-LDA",3,3,11,18
"PCA-LDA",3,4,9,16
"PCA-LDA",3,5,11,15
"PCA-LDA",3,6,13,18
"PCA-LDA",3,7,11,15
"PCA-LDA",3,8,11,16
"PCA-LDA",3,9,12,17
"PCA-LDA",3,10,10,17
"PCA-LDA",3,11,10,17
"PCA-LDA",3,12,11,17
"PCA-LDA",3,13,10,15
"PCA-LDA",3,14,10,14
"PCA-LDA",3,15,12,22
"PCA-LDA",3,16,14,12
"PCA-LDA",3,17,10,15
"PCA-LDA",3,18,12,16
"PCA-LDA",3,19,11,17
"PCA-LDA",3,20,11,16
"PCA-LDA",3,21,14,18
"PCA-LDA",3,22,11,14
"PCA-LDA",3,23,12,17
"PCA-LDA",3,24,9,12
"PCA-LDA",3,25,9,11
"PCA-LDA",3,26,12,16
"PCA-LDA",3,27,11,16
"PCA-LDA",3,28,11,18
"PCA-LDA",3,29,12,11
"PCA-LDA",3,30,14,13
"PCA-LDA",3,31,12,16
"PCA-LDA",3,32,11,15
"PCA-LDA",3,33,12,14
"PCA-LDA",3,34,12,18
"PCA-LDA",3,35,12,18
"PCA-LDA",3,36,12,17
"PCA-LDA",3,37,11,18
"PCA-LDA",3,38,12,18
"PCA-LDA",3,39,12,18
"PCA-LDA",3,40,11,17
"PCA-LDA",3,41,12,17
"PCA-LDA",3,42,12,17
"PCA-LDA",3,43,13,12
"PCA-LDA",4,1,6,7
"PCA-LDA",4,2,7,7
"PCA-LDA",4,3,8,7
"PCA-LDA",4,4,7,9
"PCA-LDA",4,5,6,7
"PCA-LDA",4,6,8,8
"PCA-LDA",4,7,7,7
"PCA-LDA",4,8,8,7
"PCA-LDA",4,9,6,7
"PCA-LDA",4,10,8,8
"PCA-LDA",4,11,8,8
"PCA-LDA",4,12,6,8
"PCA-LDA",4,13,6,7
"PCA-LDA",4,14,7,9
"PCA-LDA",4,15,7,7
"PCA-LDA",4,16,7,8
"PCA-LDA",4,17,6,7
"PCA-LDA",4,18,7,7
"PCA-LDA",4,19,7,7
"PCA-LDA",4,20,7,7
"PCA-LDA",4,21,8,8
"PCA-LDA",4,22,6,6
"PCA-LDA",4,23,7,6
"PCA-LDA",4,24,7,6
"PCA-LDA",4,25,7,7
"PCA-LDA",4,26,7,8
"PCA-LDA",4,27,8,7
"PCA-LDA",4,28,6,8
"PCA-LDA",4,29,8,7
"PCA-LDA",4,30,8,7
"PCA-LDA",4,31,7,7
"PCA-LDA",4,32,8,7
"PCA-LDA",4,33,8,7
"PCA-LDA",4,34,7,7
"PCA-LDA",4,35,7,7
"PCA-LDA",4,36,8,7
"PCA-LDA",4,37,6,8
"PCA-LDA",4,38,7,7
"PCA-LDA",4,39,8,8
"PCA-LDA",4,40,7,7
"PCA-LDA",4,41,7,7
"PCA-LDA",4,42,6,7
"PCA-LDA",4,43,8,7
"PCA-LDA",5,1,6,7
"PCA-LDA",5,2,8,8
"PCA-LDA",5,3,8,6
"PCA-LDA",5,4,7,8
"PCA-LDA",5,5,7,7
"PCA-LDA",5,6,8,7
"PCA-LDA",5,7,7,7
"PCA-LDA",5,8,7,6
"PCA-LDA",5,9,7,7
"PCA-LDA",5,10,9,7
"PCA-LDA",5,11,9,8
"PCA-LDA",5,12,7,7
"PCA-LDA",5,13,8,7
"PCA-LDA",5,14,7,8
"PCA-LDA",5,15,8,9
"PCA-LDA",5,16,8,8
"PCA-LDA",5,17,6,7
"PCA-LDA",5,18,7,8
"PCA-LDA",5,19,7,7
"PCA-LDA",5,20,7,7
"PCA-LDA",5,21,9,7
"PCA-LDA",5,22,7,6
"PCA-LDA",5,23,8,6
"PCA-LDA",5,24,7,6
"PCA-LDA",5,25,8,6
"PCA-LDA",5,26,8,6
"PCA-LDA",5,27,8,8
"PCA-LDA",5,28,7,8
"PCA-LDA",5,29,8,7
"PCA-LDA",5,30,7,7
"PCA-LDA",5,31,8,7
"PCA-LDA",5,32,8,7
"PCA-LDA",5,33,8,7
"PCA-LDA",5,34,8,6
"PCA-LDA",5,35,9,6
"PCA-LDA",5,36,8,6
"PCA-LDA",5,37,8,8
"PCA-LDA",5,38,6,8
"PCA-LDA",5,39,8,8
"PCA-LDA",5,40,7,6
"PCA-LDA",5,41,8,6
"PCA-LDA",5,42,7,7
"PCA-LDA",5,43,7,7
"PCA-LDA",6,1,7,8
"PCA-LDA",6,2,8,6
"PCA-LDA",6,3,8,6
"PCA-LDA",6,4,8,9
"PCA-LDA",6,5,7,7
"PCA-LDA",6,6,7,6
"PCA-LDA",6,7,8,7
"PCA-LDA",6,8,7,6
"PCA-LDA",6,9,8,7
"PCA-LDA",6,10,9,8
"PCA-LDA",6,11,9,8
"PCA-LDA",6,12,8,8
"PCA-LDA",6,13,8,8
"PCA-LDA",6,14,7,7
"PCA-LDA",6,15,8,9
"PCA-LDA",6,16,7,8
"PCA-LDA",6,17,6,7
"PCA-LDA",6,18,7,7
"PCA-LDA",6,19,7,7
"PCA-LDA",6,20,7,8
"PCA-LDA",6,21,8,5
"PCA-LDA",6,22,8,6
"PCA-LDA",6,23,7,6
"PCA-LDA",6,24,7,6
"PCA-LDA",6,25,8,6
"PCA-LDA",6,26,7,8
"PCA-LDA",6,27,6,6
"PCA-LDA",6,28,7,7
"PCA-LDA",6,29,8,6
"PCA-LDA",6,30,8,7
"PCA-LDA",6,31,7,7
"PCA-LDA",6,32,8,6
"PCA-LDA",6,33,8,5
"PCA-LDA",6,34,7,7
"PCA-LDA",6,35,9,8
"PCA-LDA",6,36,7,7
"PCA-LDA",6,37,8,7
"PCA-LDA",6,38,7,5
"PCA-LDA",6,39,8,7
"PCA-LDA",6,40,8,8
"PCA-LDA",6,41,8,6
"PCA-LDA",6,42,8,7
"PCA-LDA",6,43,8,6
"PCA-LDA",7,1,6,7
"PCA-LDA",7,2,8,6
"PCA-LDA",7,3,9,6
"PCA-LDA",7,4,7,7
"PCA-LDA",7,5,7,6
"PCA-LDA",7,6,8,6
"PCA-LDA",7,7,8,10
"PCA-LDA",7,8,7,6
"PCA-LDA",7,9,7,9
"PCA-LDA",7,10,10,7
"PCA-LDA",7,11,10,9
"PCA-LDA",7,12,8,8
"PCA-LDA",7,13,9,7
"PCA-LDA",7,14,10,10
"PCA-LDA",7,15,8,10
"PCA-LDA",7,16,8,10
"PCA-LDA",7,17,8,7
"PCA-LDA",7,18,8,8
"PCA-LDA",7,19,7,8
"PCA-LDA",7,20,7,9
"PCA-LDA",7,21,8,6
"PCA-LDA",7,22,7,7
"PCA-LDA",7,23,8,6
"PCA-LDA",7,24,8,7
"PCA-LDA",7,25,8,6
"PCA-LDA",7,26,8,7
"PCA-LDA",7,27,8,9
"PCA-LDA",7,28,7,7
"PCA-LDA",7,29,9,7
"PCA-LDA",7,30,8,8
"PCA-LDA",7,31,8,7
"PCA-LDA",7,32,8,7
"PCA-LDA",7,33,7,8
"PCA-LDA",7,34,9,7
"PCA-LDA",7,35,9,7
"PCA-LDA",7,36,9,6
"PCA-LDA",7,37,8,9
"PCA-LDA",7,38,8,6
"PCA-LDA",7,39,9,8
"PCA-LDA",7,40,8,9
"PCA-LDA",7,41,7,8
"PCA-LDA",7,42,7,8
"PCA-LDA",7,43,8,7
"PCA-LDA",8,1,6,7
"PCA-LDA",8,2,7,8
"PCA-LDA",8,3,9,6
"PCA-LDA",8,4,8,7
"PCA-LDA",8,5,8,7
"PCA-LDA",8,6,9,6
"PCA-LDA",8,7,9,7
"PCA-LDA",8,8,8,6
"PCA-LDA",8,9,8,6
"PCA-LDA",8,10,9,6
"PCA-LDA",8,11,9,7
"PCA-LDA",8,12,8,6
"PCA-LDA",8,13,7,7
"PCA-LDA",8,14,7,8
"PCA-LDA",8,15,7,7
"PCA-LDA",8,16,8,6
"PCA-LDA",8,17,8,5
"PCA-LDA",8,18,7,5
"PCA-LDA",8,19,8,7
"PCA-LDA",8,20,7,6
"PCA-LDA",8,21,9,6
"PCA-LDA",8,22,8,7
"PCA-LDA",8,23,9,5
"PCA-LDA",8,24,8,6
"PCA-LDA",8,25,8,6
"PCA-LDA",8,26,9,7
"PCA-LDA",8,27,9,7
"PCA-LDA",8,28,9,7
"PCA-LDA",8,29,8,7
"PCA-LDA",8,30,9,6
"PCA-LDA",8,31,9,6
"PCA-LDA",8,32,9,7
"PCA-LDA",8,33,7,7
"PCA-LDA",8,34,8,6
"PCA-LDA",8,35,9,6
"PCA-LDA",8,36,9,6
"PCA-LDA",8,37,9,6
"PCA-LDA",8,38,8,5
"PCA-LDA",8,39,8,6
"PCA-LDA",8,40,9,7
"PCA-LDA",8,41,9,6
"PCA-LDA",8,42,8,6
"PCA-LDA",8,43,9,6
"PCA-LDA",9,1,6,6
"PCA-LDA",9,2,7,6
"PCA-LDA",9,3,7,7
"PCA-LDA",9,4,7,9
"PCA-LDA",9,5,7,7
"PCA-LDA",9,6,7,6
"PCA-LDA",9,7,7,7
"PCA-LDA",9,8,7,7
"PCA-LDA",9,9,7,8
"PCA-LDA",9,10,8,7
"PCA-LDA",9,11,8,7
"PCA-LDA",9,12,8,7
"PCA-LDA",9,13,7,7
"PCA-LDA",9,14,7,8
"PCA-LDA",9,15,8,9
"PCA-LDA",9,16,8,7
"PCA-LDA",9,17,6,8
"PCA-LDA",9,18,7,7
"PCA-LDA",9,19,7,6
"PCA-LDA",9,20,7,7
"PCA-LDA",9,21,7,7
"PCA-LDA",9,22,6,7
"PCA-LDA",9,23,8,6
"PCA-LDA",9,24,7,5
"PCA-LDA",9,25,7,6
"PCA-LDA",9,26,8,8
"PCA-LDA",9,27,7,7
"PCA-LDA",9,28,6,7
"PCA-LDA",9,29,6,7
"PCA-LDA",9,30,7,6
"PCA-LDA",9,31,7,6
"PCA-LDA",9,32,7,7
"PCA-LDA",9,33,6,8
"PCA-LDA",9,34,7,8
"PCA-LDA",9,35,8,7
"PCA-LDA",9,36,8,8
"PCA-LDA",9,37,7,6
"PCA-LDA",9,38,7,7
"PCA-LDA",9,39,6,6
"PCA-LDA",9,40,8,7
"PCA-LDA",9,41,7,8
"PCA-LDA",9,42,6,7
"PCA-LDA",9,43,7,7
"PCA-LDA",10,1,6,7
"PCA-LDA",10,2,7,7
"PCA-LDA",10,3,7,7
"PCA-LDA",10,4,8,9
"PCA-LDA",10,5,7,6
"PCA-LDA",10,6,7,7
"PCA-LDA",10,7,7,8
"PCA-LDA",10,8,8,6
"PCA-LDA",10,9,7,8
"PCA-LDA",10,10,9,9
"PCA-LDA",10,11,8,8
"PCA-LDA",10,12,8,9
"PCA-LDA",10,13,7,8
"PCA-LDA",10,14,8,8
"PCA-LDA",10,15,9,9
"PCA-LDA",10,16,7,5
"PCA-LDA",10,17,7,8
"PCA-LDA",10,18,7,7
"PCA-LDA",10,19,7,7
"PCA-LDA",10,20,7,7
"PCA-LDA",10,21,8,7
"PCA-LDA",10,22,8,7
"PCA-LDA",10,23,8,7
"PCA-LDA",10,24,7,7
"PCA-LDA",10,25,7,6
"PCA-LDA",10,26,8,8
"PCA-LDA",10,27,7,7
"PCA-LDA",10,28,7,8
"PCA-LDA",10,29,6,7
"PCA-LDA",10,30,7,7
"PCA-LDA",10,31,8,7
"PCA-LDA",10,32,8,7
"PCA-LDA",10,33,6,8
"PCA-LDA",10,34,7,9
"PCA-LDA",10,35,8,8
"PCA-LDA",10,36,8,8
"PCA-LDA",10,37,6,7
"PCA-LDA",10,38,6,5
"PCA-LDA",10,39,7,6
"PCA-LDA",10,40,8,8
"PCA-LDA",10,41,8,7
"PCA-LDA",10,42,7,8
"PCA-LDA",10,43,7,8
"PCA-LDA",11,1,8,7
"PCA-LDA",11,2,7,7
"PCA-LDA",11,3,7,8
"PCA-LDA",11,4,9,9
"PCA-LDA",11,5,8,7
"PCA-LDA",11,6,9,8
"PCA-LDA",11,7,9,8
"PCA-LDA",11,8,8,7
"PCA-LDA",11,9,9,8
"PCA-LDA",11,10,10,9
"PCA-LDA",11,11,9,9
"PCA-LDA",11,12,8,8
"PCA-LDA",11,13,9,8
"PCA-LDA",11,14,8,9
"PCA-LDA",11,15,8,10
"PCA-LDA",11,16,8,8
"PCA-LDA",11,17,9,8
"PCA-LDA",11,18,8,8
"PCA-LDA",11,19,9,7
"PCA-LDA",11,20,7,7
"PCA-LDA",11,21,9,7
"PCA-LDA",11,22,9,7
"PCA-LDA",11,23,9,8
"PCA-LDA",11,24,8,7
"PCA-LDA",11,25,9,7
"PCA-LDA",11,26,9,9
"PCA-LDA",11,27,9,8
"PCA-LDA",11,28,9,8
"PCA-LDA",11,29,9,7
"PCA-LDA",11,30,9,9
"PCA-LDA",11,31,9,7
"PCA-LDA",11,32,9,8
"PCA-LDA",11,33,8,8
"PCA-LDA",11,34,9,9
"PCA-LDA",11,35,8,8
"PCA-LDA",11,36,8,9
"PCA-LDA",11,37,9,6
"PCA-LDA",11,38,10,7
"PCA-LDA",11,39,9,8
"PCA-LDA",11,40,8,7
"PCA-LDA",11,41,10,7
"PCA-LDA",11,42,9,8
"PCA-LDA",11,43,8,9
"PCA-LDA",12,1,8,7
"PCA-LDA",12,2,8,7
"PCA-LDA",12,3,7,8
"PCA-LDA",12,4,8,10
"PCA-LDA",12,5,8,8
"PCA-LDA",12,6,9,8
"PCA-LDA",12,7,9,8
"PCA-LDA",12,8,7,7
"PCA-LDA",12,9,9,8
"PCA-LDA",12,10,10,9
"PCA-LDA",12,11,9,9
"PCA-LDA",12,12,8,10
"PCA-LDA",12,13,9,8
"PCA-LDA",12,14,8,9
"PCA-LDA",12,15,8,9
"PCA-LDA",12,16,8,8
"PCA-LDA",12,17,9,8
"PCA-LDA",12,18,9,8
"PCA-LDA",12,19,9,7
"PCA-LDA",12,20,8,7
"PCA-LDA",12,21,9,7
"PCA-LDA",12,22,9,7
"PCA-LDA",12,23,9,8
"PCA-LDA",12,24,8,7
"PCA-LDA",12,25,9,7
"PCA-LDA",12,26,9,9
"PCA-LDA",12,27,9,8
"PCA-LDA",12,28,9,8
"PCA-LDA",12,29,9,7
"PCA-LDA",12,30,8,8
"PCA-LDA",12,31,9,8
"PCA-LDA",12,32,9,8
"PCA-LDA",12,33,8,8
"PCA-LDA",12,34,8,9
"PCA-LDA",12,35,8,7
"PCA-LDA",12,36,8,9
"PCA-LDA",12,37,9,8
"PCA-LDA",12,38,10,7
"PCA-LDA",12,39,9,8
"PCA-LDA",12,40,9,8
"PCA-LDA",12,41,10,7
"PCA-LDA",12,42,10,8
"PCA-LDA",12,43,8,9
"PCA-LDA",13,1,8,7
"PCA-LDA",13,2,8,7
"PCA-LDA",13,3,7,8
"PCA-LDA",13,4,8,9
"PCA-LDA",13,5,8,7
"PCA-LDA",13,6,8,8
"PCA-LDA",13,7,8,8
"PCA-LDA",13,8,7,7
"PCA-LDA",13,9,8,8
"PCA-LDA",13,10,8,9
"PCA-LDA",13,11,9,8
"PCA-LDA",13,12,8,8
"PCA-LDA",13,13,8,7
"PCA-LDA",13,14,8,10
"PCA-LDA",13,15,8,9
"PCA-LDA",13,16,8,9
"PCA-LDA",13,17,9,9
"PCA-LDA",13,18,9,8
"PCA-LDA",13,19,8,8
"PCA-LDA",13,20,8,8
"PCA-LDA",13,21,8,7
"PCA-LDA",13,22,8,6
"PCA-LDA",13,23,9,7
"PCA-LDA",13,24,8,7
"PCA-LDA",13,25,8,7
"PCA-LDA",13,26,9,8
"PCA-LDA",13,27,8,7
"PCA-LDA",13,28,8,9
"PCA-LDA",13,29,9,7
"PCA-LDA",13,30,8,9
"PCA-LDA",13,31,8,8
"PCA-LDA",13,32,8,8
"PCA-LDA",13,33,9,8
"PCA-LDA",13,34,8,8
"PCA-LDA",13,35,8,6
"PCA-LDA",13,36,8,9
"PCA-LDA",13,37,8,8
"PCA-LDA",13,38,9,7
"PCA-LDA",13,39,8,8
"PCA-LDA",13,40,8,9
"PCA-LDA",13,41,8,8
"PCA-LDA",13,42,9,8
"PCA-LDA",13,43,8,11
"PCA-LDA",14,1,7,7
"PCA-LDA",14,2,8,9
"PCA-LDA",14,3,7,8
"PCA-LDA",14,4,8,8
"PCA-LDA",14,5,8,9
"PCA-LDA",14,6,8,9
"PCA-LDA",14,7,8,10
"PCA-LDA",14,8,7,7
"PCA-LDA",14,9,8,9
"PCA-LDA",14,10,8,10
"PCA-LDA",14,11,9,9
"PCA-LDA",14,12,7,9
"PCA-LDA",14,13,8,10
"PCA-LDA",14,14,8,8
"PCA-LDA",14,15,8,8
"PCA-LDA",14,16,8,10
"PCA-LDA",14,17,9,8
"PCA-LDA",14,18,8,8
"PCA-LDA",14,19,8,8
"PCA-LDA",14,20,8,9
"PCA-LDA",14,21,8,10
"PCA-LDA",14,22,8,8
"PCA-LDA",14,23,9,7
"PCA-LDA",14,24,8,7
"PCA-LDA",14,25,8,9
"PCA-LDA",14,26,8,10
"PCA-LDA",14,27,8,9
"PCA-LDA",14,28,8,9
"PCA-LDA",14,29,8,10
"PCA-LDA",14,30,7,8
"PCA-LDA",14,31,8,10
"PCA-LDA",14,32,8,9
"PCA-LDA",14,33,9,9
"PCA-LDA",14,34,8,8
"PCA-LDA",14,35,8,8
"PCA-LDA",14,36,8,9
"PCA-LDA",14,37,8,9
"PCA-LDA",14,38,8,7
"PCA-LDA",14,39,8,9
"PCA-LDA",14,40,8,9
"PCA-LDA",14,41,8,8
"PCA-LDA",14,42,9,8
"PCA-LDA",14,43,8,8
"PCA-LDA",15,1,8,6
"PCA-LDA",15,2,8,9
"PCA-LDA",15,3,7,7
"PCA-LDA",15,4,10,8
"PCA-LDA",15,5,8,10
"PCA-LDA",15,6,8,8
"PCA-LDA",15,7,9,8
"PCA-LDA",15,8,7,7
"PCA-LDA",15,9,8,8
"PCA-LDA",15,10,9,9
"PCA-LDA",15,11,8,9
"PCA-LDA",15,12,8,8
"PCA-LDA",15,13,8,7
"PCA-LDA",15,14,9,8
"PCA-LDA",15,15,7,10
"PCA-LDA",15,16,8,8
"PCA-LDA",15,17,8,9
"PCA-LDA",15,18,8,8
"PCA-LDA",15,19,8,9
"PCA-LDA",15,20,8,9
"PCA-LDA",15,21,8,8
"PCA-LDA",15,22,9,9
"PCA-LDA",15,23,9,8
"PCA-LDA",15,24,8,7
"PCA-LDA",15,25,8,8
"PCA-LDA",15,26,10,8
"PCA-LDA",15,27,8,8
"PCA-LDA",15,28,9,9
"PCA-LDA",15,29,10,8
"PCA-LDA",15,30,8,7
"PCA-LDA",15,31,9,8
"PCA-LDA",15,32,8,8
"PCA-LDA",15,33,8,8
"PCA-LDA",15,34,8,8
"PCA-LDA",15,35,8,8
"PCA-LDA",15,36,8,8
"PCA-LDA",15,37,8,8
"PCA-LDA",15,38,9,7
"PCA-LDA",15,39,9,8
"PCA-LDA",15,40,9,9
"PCA-LDA",15,41,8,8
"PCA-LDA",15,42,10,6
"PCA-LDA",15,43,10,8
"PCA-LDA",16,1,9,6
"PCA-LDA",16,2,7,9
"PCA-LDA",16,3,8,7
"PCA-LDA",16,4,10,8
"PCA-LDA",16,5,9,9
"PCA-LDA",16,6,10,8
"PCA-LDA",16,7,10,8
"PCA-LDA",16,8,7,7
"PCA-LDA",16,9,10,7
"PCA-LDA",16,10,10,9
"PCA-LDA",16,11,10,9
"PCA-LDA",16,12,9,7
"PCA-LDA",16,13,9,7
"PCA-LDA",16,14,10,7
"PCA-LDA",16,15,7,10
"PCA-LDA",16,16,10,8
"PCA-LDA",16,17,9,9
"PCA-LDA",16,18,8,8
"PCA-LDA",16,19,10,9
"PCA-LDA",16,20,8,8
"PCA-LDA",16,21,10,8
"PCA-LDA",16,22,9,8
"PCA-LDA",16,23,10,7
"PCA-LDA",16,24,9,8
"PCA-LDA",16,25,9,8
"PCA-LDA",16,26,10,8
"PCA-LDA",16,27,10,9
"PCA-LDA",16,28,10,9
"PCA-LDA",16,29,10,8
"PCA-LDA",16,30,9,7
"PCA-LDA",16,31,10,8
"PCA-LDA",16,32,10,8
"PCA-LDA",16,33,10,7
"PCA-LDA",16,34,10,8
"PCA-LDA",16,35,8,8
"PCA-LDA",16,36,10,8
"PCA-LDA",16,37,10,8
"PCA-LDA",16,38,8,7
"PCA-LDA",16,39,10,8
"PCA-LDA",16,40,10,9
"PCA-LDA",16,41,10,8
"PCA-LDA",16,42,10,9
"PCA-LDA",16,43,10,8
"PCA-LDA",17,1,9,6
"PCA-LDA",17,2,8,8
"PCA-LDA",17,3,9,7
"PCA-LDA",17,4,9,8
"PCA-LDA",17,5,9,7
"PCA-LDA",17,6,10,7
"PCA-LDA",17,7,10,8
"PCA-LDA",17,8,7,6
"PCA-LDA",17,9,10,7
"PCA-LDA",17,10,10,9
"PCA-LDA",17,11,10,8
"PCA-LDA",17,12,9,7
"PCA-LDA",17,13,9,6
"PCA-LDA",17,14,9,8
"PCA-LDA",17,15,7,11
"PCA-LDA",17,16,10,8
"PCA-LDA",17,17,9,9
"PCA-LDA",17,18,9,9
"PCA-LDA",17,19,10,9
"PCA-LDA",17,20,8,8
"PCA-LDA",17,21,10,8
"PCA-LDA",17,22,8,8
"PCA-LDA",17,23,10,6
"PCA-LDA",17,24,9,7
"PCA-LDA",17,25,9,8
"PCA-LDA",17,26,9,8
"PCA-LDA",17,27,10,9
"PCA-LDA",17,28,10,8
"PCA-LDA",17,29,10,8
"PCA-LDA",17,30,9,9
"PCA-LDA",17,31,10,8
"PCA-LDA",17,32,10,8
"PCA-LDA",17,33,10,7
"PCA-LDA",17,34,10,8
"PCA-LDA",17,35,8,8
"PCA-LDA",17,36,10,8
"PCA-LDA",17,37,10,8
"PCA-LDA",17,38,8,9
"PCA-LDA",17,39,10,8
"PCA-LDA",17,40,10,9
"PCA-LDA",17,41,9,8
"PCA-LDA",17,42,9,9
"PCA-LDA",17,43,9,8
"PCA-LDA",18,1,8,7
"PCA-LDA",18,2,8,6
"PCA-LDA",18,3,9,7
"PCA-LDA",18,4,9,9
"PCA-LDA",18,5,9,7
"PCA-LDA",18,6,9,8
"PCA-LDA",18,7,9,9
"PCA-LDA",18,8,6,8
"PCA-LDA",18,9,10,8
"PCA-LDA",18,10,9,9
"PCA-LDA",18,11,10,9
"PCA-LDA",18,12,9,8
"PCA-LDA",18,13,9,7
"PCA-LDA",18,14,9,9
"PCA-LDA",18,15,7,10
"PCA-LDA",18,16,9,8
"PCA-LDA",18,17,8,8
"PCA-LDA",18,18,8,10
"PCA-LDA",18,19,9,9
"PCA-LDA",18,20,9,8
"PCA-LDA",18,21,9,8
"PCA-LDA",18,22,9,8
"PCA-LDA",18,23,9,8
"PCA-LDA",18,24,7,8
"PCA-LDA",18,25,9,8
"PCA-LDA",18,26,9,8
"PCA-LDA",18,27,9,8
"PCA-LDA",18,28,10,8
"PCA-LDA",18,29,9,8
"PCA-LDA",18,30,9,9
"PCA-LDA",18,31,9,8
"PCA-LDA",18,32,9,8
"PCA-LDA",18,33,9,8
"PCA-LDA",18,34,9,7
"PCA-LDA",18,35,7,9
"PCA-LDA",18,36,9,10
"PCA-LDA",18,37,9,8
"PCA-LDA",18,38,9,7
"PCA-LDA",18,39,9,8
"PCA-LDA",18,40,9,8
"PCA-LDA",18,41,9,8
"PCA-LDA",18,42,9,7
"PCA-LDA",18,43,9,9
"PCA-LDA",19,1,8,7
"PCA-LDA",19,2,7,8
"PCA-LDA",19,3,9,8
"PCA-LDA",19,4,9,8
"PCA-LDA",19,5,9,8
"PCA-LDA",19,6,9,8
"PCA-LDA",19,7,9,9
"PCA-LDA",19,8,8,8
"PCA-LDA",19,9,9,8
"PCA-LDA",19,10,10,9
"PCA-LDA",19,11,9,9
"PCA-LDA",19,12,8,8
"PCA-LDA",19,13,8,7
"PCA-LDA",19,14,9,9
"PCA-LDA",19,15,8,11
"PCA-LDA",19,16,9,9
"PCA-LDA",19,17,9,8
"PCA-LDA",19,18,9,9
"PCA-LDA",19,19,9,9
"PCA-LDA",19,20,9,8
"PCA-LDA",19,21,9,9
"PCA-LDA",19,22,9,8
"PCA-LDA",19,23,9,8
"PCA-LDA",19,24,8,7
"PCA-LDA",19,25,8,8
"PCA-LDA",19,26,9,9
"PCA-LDA",19,27,9,9
"PCA-LDA",19,28,9,9
"PCA-LDA",19,29,8,9
"PCA-LDA",19,30,9,8
"PCA-LDA",19,31,9,9
"PCA-LDA",19,32,9,9
"PCA-LDA",19,33,10,9
"PCA-LDA",19,34,9,9
"PCA-LDA",19,35,8,9
"PCA-LDA",19,36,8,9
"PCA-LDA",19,37,9,8
"PCA-LDA",19,38,9,7
"PCA-LDA",19,39,9,9
"PCA-LDA",19,40,9,8
"PCA-LDA",19,41,9,8
"PCA-LDA",19,42,9,7
"PCA-LDA",19,43,9,8
"PCA-LDA",20,1,6,8
"PCA-LDA",20,2,6,8
"PCA-LDA",20,3,9,8
"PCA-LDA",20,4,9,9
"PCA-LDA",20,5,8,10
"PCA-LDA",20,6,9,8
"PCA-LDA",20,7,9,9
"PCA-LDA",20,8,8,7
"PCA-LDA",20,9,9,9
"PCA-LDA",20,10,10,8
"PCA-LDA",20,11,9,9
"PCA-LDA",20,12,8,9
"PCA-LDA",20,13,8,7
"PCA-LDA",20,14,9,8
"PCA-LDA",20,15,8,10
"PCA-LDA",20,16,9,9
"PCA-LDA",20,17,10,8
"PCA-LDA",20,18,9,9
"PCA-LDA",20,19,9,9
"PCA-LDA",20,20,9,8
"PCA-LDA",20,21,9,8
"PCA-LDA",20,22,9,8
"PCA-LDA",20,23,9,7
"PCA-LDA",20,24,8,6
"PCA-LDA",20,25,9,9
"PCA-LDA",20,26,9,8
"PCA-LDA",20,27,9,8
"PCA-LDA",20,28,9,9
"PCA-LDA",20,29,9,8
"PCA-LDA",20,30,9,9
"PCA-LDA",20,31,9,8
"PCA-LDA",20,32,9,9
"PCA-LDA",20,33,9,8
"PCA-LDA",20,34,9,9
"PCA-LDA",20,35,8,8
"PCA-LDA",20,36,9,9
"PCA-LDA",20,37,9,8
"PCA-LDA",20,38,9,7
"PCA-LDA",20,39,9,8
"PCA-LDA",20,40,10,7
"PCA-LDA",20,41,9,8
"PCA-LDA",20,42,9,8
"PCA-LDA",20,43,9,8
"PCA-LDA",21,1,6,7
"PCA-LDA",21,2,8,9
"PCA-LDA",21,3,9,8
"PCA-LDA",21,4,9,8
"PCA-LDA",21,5,7,8
"PCA-LDA",21,6,9,8
"PCA-LDA",21,7,9,8
"PCA-LDA",21,8,8,9
"PCA-LDA",21,9,9,9
"PCA-LDA",21,10,9,8
