"method","n.dims","left.out.obs","fn","fp"
"CCA-LDA",21,1,11,11
"CCA-LDA",21,2,9,8
"CCA-LDA",21,3,8,13
"CCA-LDA",21,4,9,12
"CCA-LDA",21,5,10,11
"CCA-LDA",21,6,10,14
"CCA-LDA",21,7,9,14
"CCA-LDA",21,8,6,8
"CCA-LDA",21,9,9,12
"CCA-LDA",21,10,9,7
"CCA-LDA",21,11,8,7
"CCA-LDA",21,12,9,12
"CCA-LDA",21,13,10,9
"CCA-LDA",21,14,8,10
"CCA-LDA",21,15,8,14
"CCA-LDA",21,16,9,11
"CCA-LDA",21,17,7,9
"CCA-LDA",21,18,9,12
"CCA-LDA",21,19,9,10
"CCA-LDA",21,20,8,12
"CCA-LDA",21,21,9,12
"CCA-LDA",21,22,12,11
"CCA-LDA",21,23,9,12
"CCA-LDA",21,24,10,12
"CCA-LDA",21,25,11,13
"CCA-LDA",21,26,9,13
"CCA-LDA",21,27,9,14
"CCA-LDA",21,28,9,15
"CCA-LDA",21,29,8,11
"CCA-LDA",21,30,9,13
"CCA-LDA",21,31,10,8
"CCA-LDA",21,32,7,11
"CCA-LDA",21,33,9,12
"CCA-LDA",21,34,8,12
"CCA-LDA",21,35,8,15
"CCA-LDA",21,36,8,14
"CCA-LDA",21,37,9,13
"CCA-LDA",21,38,9,12
"CCA-LDA",21,39,10,13
"CCA-LDA",21,40,6,14
"CCA-LDA",21,41,7,13
"CCA-LDA",21,42,9,12
"CCA-LDA",21,43,7,12
"CCA-LDA",22,1,10,11
"CCA-LDA",22,2,10,11
"CCA-LDA",22,3,8,14
"CCA-LDA",22,4,10,11
"CCA-LDA",22,5,10,13
"CCA-LDA",22,6,10,15
"CCA-LDA",22,7,10,13
"CCA-LDA",22,8,6,8
"CCA-LDA",22,9,9,12
"CCA-LDA",22,10,10,7
"CCA-LDA",22,11,8,7
"CCA-LDA",22,12,9,11
"CCA-LDA",22,13,11,9
"CCA-LDA",22,14,9,12
"CCA-LDA",22,15,8,11
"CCA-LDA",22,16,9,12
"CCA-LDA",22,17,7,9
"CCA-LDA",22,18,10,11
"CCA-LDA",22,19,8,11
"CCA-LDA",22,20,9,13
"CCA-LDA",22,21,10,13
"CCA-LDA",22,22,11,11
"CCA-LDA",22,23,10,11
"CCA-LDA",22,24,10,10
"CCA-LDA",22,25,10,13
"CCA-LDA",22,26,8,11
"CCA-LDA",22,27,8,13
"CCA-LDA",22,28,10,14
"CCA-LDA",22,29,9,14
"CCA-LDA",22,30,9,13
"CCA-LDA",22,31,7,11
"CCA-LDA",22,32,7,11
"CCA-LDA",22,33,7,12
"CCA-LDA",22,34,7,11
"CCA-LDA",22,35,7,14
"CCA-LDA",22,36,7,14
"CCA-LDA",22,37,7,14
"CCA-LDA",22,38,7,13
"CCA-LDA",22,39,9,13
"CCA-LDA",22,40,6,12
"CCA-LDA",22,41,8,12
"CCA-LDA",22,42,9,12
"CCA-LDA",22,43,9,12
"CCA-LDA",23,1,10,9
"CCA-LDA",23,2,10,8
"CCA-LDA",23,3,9,15
"CCA-LDA",23,4,12,13
"CCA-LDA",23,5,9,11
"CCA-LDA",23,6,10,13
"CCA-LDA",23,7,9,13
"CCA-LDA",23,8,6,8
"CCA-LDA",23,9,9,13
"CCA-LDA",23,10,8,9
"CCA-LDA",23,11,8,8
"CCA-LDA",23,12,9,11
"CCA-LDA",23,13,11,9
"CCA-LDA",23,14,9,10
"CCA-LDA",23,15,8,12
"CCA-LDA",23,16,9,12
"CCA-LDA",23,17,7,10
"CCA-LDA",23,18,10,10
"CCA-LDA",23,19,8,13
"CCA-LDA",23,20,9,14
"CCA-LDA",23,21,10,14
"CCA-LDA",23,22,10,12
"CCA-LDA",23,23,10,11
"CCA-LDA",23,24,10,7
"CCA-LDA",23,25,9,10
"CCA-LDA",23,26,9,9
"CCA-LDA",23,27,9,13
"CCA-LDA",23,28,11,14
"CCA-LDA",23,29,10,13
"CCA-LDA",23,30,8,13
"CCA-LDA",23,31,6,12
"CCA-LDA",23,32,6,14
"CCA-LDA",23,33,7,12
"CCA-LDA",23,34,7,13
"CCA-LDA",23,35,6,13
"CCA-LDA",23,36,7,14
"CCA-LDA",23,37,8,13
"CCA-LDA",23,38,7,11
"CCA-LDA",23,39,10,11
"CCA-LDA",23,40,6,13
"CCA-LDA",23,41,7,13
"CCA-LDA",23,42,10,11
"CCA-LDA",23,43,8,14
"CCA-LDA",24,1,10,9
"CCA-LDA",24,2,10,9
"CCA-LDA",24,3,10,13
"CCA-LDA",24,4,12,12
"CCA-LDA",24,5,11,12
"CCA-LDA",24,6,11,13
"CCA-LDA",24,7,10,9
"CCA-LDA",24,8,6,8
"CCA-LDA",24,9,9,13
"CCA-LDA",24,10,9,9
"CCA-LDA",24,11,11,8
"CCA-LDA",24,12,9,11
"CCA-LDA",24,13,10,9
"CCA-LDA",24,14,10,10
"CCA-LDA",24,15,8,13
"CCA-LDA",24,16,8,11
"CCA-LDA",24,17,7,11
"CCA-LDA",24,18,10,11
"CCA-LDA",24,19,10,13
"CCA-LDA",24,20,8,13
"CCA-LDA",24,21,10,14
"CCA-LDA",24,22,10,12
"CCA-LDA",24,23,10,12
"CCA-LDA",24,24,11,9
"CCA-LDA",24,25,9,12
"CCA-LDA",24,26,8,12
"CCA-LDA",24,27,9,12
"CCA-LDA",24,28,11,10
"CCA-LDA",24,29,9,9
"CCA-LDA",24,30,8,11
"CCA-LDA",24,31,6,13
"CCA-LDA",24,32,7,14
"CCA-LDA",24,33,8,11
"CCA-LDA",24,34,8,11
"CCA-LDA",24,35,6,13
"CCA-LDA",24,36,8,13
"CCA-LDA",24,37,8,14
"CCA-LDA",24,38,8,12
"CCA-LDA",24,39,8,12
"CCA-LDA",24,40,5,11
"CCA-LDA",24,41,6,14
"CCA-LDA",24,42,8,10
"CCA-LDA",24,43,8,15
"CCA-LDA",25,1,11,9
"CCA-LDA",25,2,11,9
"CCA-LDA",25,3,10,12
"CCA-LDA",25,4,12,12
"CCA-LDA",25,5,11,13
"CCA-LDA",25,6,11,12
"CCA-LDA",25,7,9,11
"CCA-LDA",25,8,7,8
"CCA-LDA",25,9,8,15
"CCA-LDA",25,10,9,11
"CCA-LDA",25,11,10,8
"CCA-LDA",25,12,10,11
"CCA-LDA",25,13,11,10
"CCA-LDA",25,14,9,10
"CCA-LDA",25,15,8,13
"CCA-LDA",25,16,10,11
"CCA-LDA",25,17,7,11
"CCA-LDA",25,18,9,12
"CCA-LDA",25,19,8,13
"CCA-LDA",25,20,9,14
"CCA-LDA",25,21,8,17
"CCA-LDA",25,22,10,13
"CCA-LDA",25,23,10,12
"CCA-LDA",25,24,11,10
"CCA-LDA",25,25,10,13
"CCA-LDA",25,26,9,9
"CCA-LDA",25,27,10,12
"CCA-LDA",25,28,10,11
"CCA-LDA",25,29,10,9
"CCA-LDA",25,30,8,12
"CCA-LDA",25,31,6,14
"CCA-LDA",25,32,6,13
"CCA-LDA",25,33,6,12
"CCA-LDA",25,34,9,14
"CCA-LDA",25,35,7,12
"CCA-LDA",25,36,7,14
"CCA-LDA",25,37,7,14
"CCA-LDA",25,38,7,14
"CCA-LDA",25,39,9,14
"CCA-LDA",25,40,6,11
"CCA-LDA",25,41,6,14
"CCA-LDA",25,42,5,11
"CCA-LDA",25,43,7,15
"CCA-LDA",26,1,10,9
"CCA-LDA",26,2,11,10
"CCA-LDA",26,3,7,11
"CCA-LDA",26,4,11,11
"CCA-LDA",26,5,11,14
"CCA-LDA",26,6,11,13
"CCA-LDA",26,7,8,11
"CCA-LDA",26,8,7,7
"CCA-LDA",26,9,11,12
"CCA-LDA",26,10,9,10
"CCA-LDA",26,11,11,9
"CCA-LDA",26,12,10,11
"CCA-LDA",26,13,11,12
"CCA-LDA",26,14,8,10
"CCA-LDA",26,15,9,14
"CCA-LDA",26,16,9,12
"CCA-LDA",26,17,8,11
"CCA-LDA",26,18,10,11
"CCA-LDA",26,19,7,9
"CCA-LDA",26,20,8,13
"CCA-LDA",26,21,8,16
"CCA-LDA",26,22,9,15
"CCA-LDA",26,23,11,14
"CCA-LDA",26,24,10,11
"CCA-LDA",26,25,11,12
"CCA-LDA",26,26,10,12
"CCA-LDA",26,27,9,14
"CCA-LDA",26,28,9,13
"CCA-LDA",26,29,7,10
"CCA-LDA",26,30,9,12
"CCA-LDA",26,31,6,10
"CCA-LDA",26,32,5,12
"CCA-LDA",26,33,7,14
"CCA-LDA",26,34,7,14
"CCA-LDA",26,35,7,10
"CCA-LDA",26,36,8,15
"CCA-LDA",26,37,7,10
"CCA-LDA",26,38,7,10
"CCA-LDA",26,39,4,13
"CCA-LDA",26,40,7,10
"CCA-LDA",26,41,6,13
"CCA-LDA",26,42,6,12
"CCA-LDA",26,43,6,10
"CCA-LDA",27,1,11,9
"CCA-LDA",27,2,10,10
"CCA-LDA",27,3,8,11
"CCA-LDA",27,4,11,12
"CCA-LDA",27,5,11,12
"CCA-LDA",27,6,10,14
"CCA-LDA",27,7,7,10
"CCA-LDA",27,8,7,8
"CCA-LDA",27,9,12,13
"CCA-LDA",27,10,7,10
"CCA-LDA",27,11,9,10
"CCA-LDA",27,12,9,10
"CCA-LDA",27,13,10,10
"CCA-LDA",27,14,8,11
"CCA-LDA",27,15,8,11
"CCA-LDA",27,16,9,10
"CCA-LDA",27,17,9,10
"CCA-LDA",27,18,10,13
"CCA-LDA",27,19,7,11
"CCA-LDA",27,20,9,13
"CCA-LDA",27,21,10,15
"CCA-LDA",27,22,7,13
"CCA-LDA",27,23,10,14
"CCA-LDA",27,24,10,11
"CCA-LDA",27,25,12,14
"CCA-LDA",27,26,9,10
"CCA-LDA",27,27,6,13
"CCA-LDA",27,28,9,13
"CCA-LDA",27,29,6,10
"CCA-LDA",27,30,8,11
"CCA-LDA",27,31,6,9
"CCA-LDA",27,32,7,11
"CCA-LDA",27,33,7,14
"CCA-LDA",27,34,6,13
"CCA-LDA",27,35,8,10
"CCA-LDA",27,36,7,15
"CCA-LDA",27,37,7,10
"CCA-LDA",27,38,8,10
"CCA-LDA",27,39,5,13
"CCA-LDA",27,40,8,10
"CCA-LDA",27,41,7,13
"CCA-LDA",27,42,6,12
"CCA-LDA",27,43,5,10
"CCA-LDA",28,1,9,9
"CCA-LDA",28,2,8,10
"CCA-LDA",28,3,8,11
"CCA-LDA",28,4,12,10
"CCA-LDA",28,5,12,9
"CCA-LDA",28,6,12,15
"CCA-LDA",28,7,7,11
"CCA-LDA",28,8,7,11
"CCA-LDA",28,9,10,11
"CCA-LDA",28,10,9,11
"CCA-LDA",28,11,9,10
"CCA-LDA",28,12,10,10
"CCA-LDA",28,13,10,10
"CCA-LDA",28,14,8,12
"CCA-LDA",28,15,8,11
"CCA-LDA",28,16,10,10
"CCA-LDA",28,17,9,11
"CCA-LDA",28,18,7,15
"CCA-LDA",28,19,8,12
"CCA-LDA",28,20,10,13
"CCA-LDA",28,21,9,15
"CCA-LDA",28,22,8,17
"CCA-LDA",28,23,9,14
"CCA-LDA",28,24,10,9
"CCA-LDA",28,25,11,13
"CCA-LDA",28,26,8,12
"CCA-LDA",28,27,9,12
"CCA-LDA",28,28,8,15
"CCA-LDA",28,29,8,11
"CCA-LDA",28,30,6,11
"CCA-LDA",28,31,6,8
"CCA-LDA",28,32,8,12
"CCA-LDA",28,33,7,12
"CCA-LDA",28,34,6,12
"CCA-LDA",28,35,7,12
"CCA-LDA",28,36,7,12
"CCA-LDA",28,37,7,10
"CCA-LDA",28,38,8,11
"CCA-LDA",28,39,7,13
"CCA-LDA",28,40,8,9
"CCA-LDA",28,41,7,13
"CCA-LDA",28,42,6,10
"CCA-LDA",28,43,4,11
"CCA-LDA",29,1,10,8
"CCA-LDA",29,2,8,11
"CCA-LDA",29,3,9,12
"CCA-LDA",29,4,11,10
"CCA-LDA",29,5,11,11
"CCA-LDA",29,6,13,13
"CCA-LDA",29,7,7,14
"CCA-LDA",29,8,6,8
"CCA-LDA",29,9,10,11
"CCA-LDA",29,10,9,10
"CCA-LDA",29,11,10,11
"CCA-LDA",29,12,11,11
"CCA-LDA",29,13,9,9
"CCA-LDA",29,14,7,14
"CCA-LDA",29,15,8,14
"CCA-LDA",29,16,9,11
"CCA-LDA",29,17,8,11
"CCA-LDA",29,18,9,15
"CCA-LDA",29,19,10,13
"CCA-LDA",29,20,10,13
"CCA-LDA",29,21,9,15
"CCA-LDA",29,22,8,18
"CCA-LDA",29,23,11,13
"CCA-LDA",29,24,10,10
"CCA-LDA",29,25,11,13
"CCA-LDA",29,26,5,10
"CCA-LDA",29,27,8,12
"CCA-LDA",29,28,8,13
"CCA-LDA",29,29,10,10
"CCA-LDA",29,30,6,11
"CCA-LDA",29,31,6,10
"CCA-LDA",29,32,7,14
"CCA-LDA",29,33,8,12
"CCA-LDA",29,34,6,12
"CCA-LDA",29,35,9,13
"CCA-LDA",29,36,7,12
"CCA-LDA",29,37,7,10
"CCA-LDA",29,38,7,8
"CCA-LDA",29,39,7,11
"CCA-LDA",29,40,7,10
"CCA-LDA",29,41,7,13
"CCA-LDA",29,42,6,13
"CCA-LDA",29,43,6,13
"CCA-LDA",30,1,9,10
"CCA-LDA",30,2,8,12
"CCA-LDA",30,3,10,13
"CCA-LDA",30,4,10,10
"CCA-LDA",30,5,9,9
"CCA-LDA",30,6,12,12
"CCA-LDA",30,7,6,16
"CCA-LDA",30,8,5,10
"CCA-LDA",30,9,10,10
"CCA-LDA",30,10,9,13
"CCA-LDA",30,11,11,10
"CCA-LDA",30,12,10,10
"CCA-LDA",30,13,9,11
"CCA-LDA",30,14,8,13
"CCA-LDA",30,15,8,14
"CCA-LDA",30,16,8,10
"CCA-LDA",30,17,7,14
"CCA-LDA",30,18,10,16
"CCA-LDA",30,19,10,14
"CCA-LDA",30,20,10,12
"CCA-LDA",30,21,9,13
"CCA-LDA",30,22,8,17
"CCA-LDA",30,23,11,14
"CCA-LDA",30,24,9,11
"CCA-LDA",30,25,9,12
"CCA-LDA",30,26,7,16
"CCA-LDA",30,27,8,11
"CCA-LDA",30,28,8,11
"CCA-LDA",30,29,7,9
"CCA-LDA",30,30,7,9
"CCA-LDA",30,31,6,9
"CCA-LDA",30,32,7,14
"CCA-LDA",30,33,8,12
"CCA-LDA",30,34,6,12
"CCA-LDA",30,35,8,12
"CCA-LDA",30,36,8,10
"CCA-LDA",30,37,7,11
"CCA-LDA",30,38,5,6
"CCA-LDA",30,39,7,11
"CCA-LDA",30,40,8,11
"CCA-LDA",30,41,7,12
"CCA-LDA",30,42,7,11
"CCA-LDA",30,43,6,11
"CCA-LDA",31,1,10,11
"CCA-LDA",31,2,8,11
"CCA-LDA",31,3,9,12
"CCA-LDA",31,4,9,12
"CCA-LDA",31,5,10,9
"CCA-LDA",31,6,10,10
"CCA-LDA",31,7,8,14
"CCA-LDA",31,8,5,12
"CCA-LDA",31,9,12,12
"CCA-LDA",31,10,7,15
"CCA-LDA",31,11,8,10
"CCA-LDA",31,12,11,10
"CCA-LDA",31,13,9,12
"CCA-LDA",31,14,7,16
"CCA-LDA",31,15,8,16
"CCA-LDA",31,16,9,11
"CCA-LDA",31,17,7,12
"CCA-LDA",31,18,8,14
"CCA-LDA",31,19,9,13
"CCA-LDA",31,20,8,13
"CCA-LDA",31,21,8,12
"CCA-LDA",31,22,10,13
"CCA-LDA",31,23,8,14
"CCA-LDA",31,24,9,10
"CCA-LDA",31,25,8,13
"CCA-LDA",31,26,6,13
"CCA-LDA",31,27,8,11
"CCA-LDA",31,28,6,13
"CCA-LDA",31,29,9,10
"CCA-LDA",31,30,8,11
"CCA-LDA",31,31,6,10
"CCA-LDA",31,32,8,14
"CCA-LDA",31,33,8,11
"CCA-LDA",31,34,5,14
"CCA-LDA",31,35,9,12
"CCA-LDA",31,36,7,11
"CCA-LDA",31,37,6,11
"CCA-LDA",31,38,7,7
"CCA-LDA",31,39,7,11
"CCA-LDA",31,40,8,10
"CCA-LDA",31,41,6,12
"CCA-LDA",31,42,6,10
"CCA-LDA",31,43,6,10
"CCA-LDA",32,1,10,11
"CCA-LDA",32,2,9,11
"CCA-LDA",32,3,9,11
"CCA-LDA",32,4,9,12
"CCA-LDA",32,5,8,11
"CCA-LDA",32,6,11,9
"CCA-LDA",32,7,8,12
"CCA-LDA",32,8,4,13
"CCA-LDA",32,9,11,11
"CCA-LDA",32,10,8,14
"CCA-LDA",32,11,10,12
"CCA-LDA",32,12,10,11
"CCA-LDA",32,13,8,11
"CCA-LDA",32,14,6,15
"CCA-LDA",32,15,8,14
"CCA-LDA",32,16,8,10
"CCA-LDA",32,17,9,10
"CCA-LDA",32,18,8,11
"CCA-LDA",32,19,8,11
"CCA-LDA",32,20,9,13
"CCA-LDA",32,21,8,10
"CCA-LDA",32,22,12,11
"CCA-LDA",32,23,9,12
"CCA-LDA",32,24,8,12
"CCA-LDA",32,25,10,13
"CCA-LDA",32,26,6,12
"CCA-LDA",32,27,8,13
"CCA-LDA",32,28,7,14
"CCA-LDA",32,29,9,9
"CCA-LDA",32,30,5,10
"CCA-LDA",32,31,5,8
"CCA-LDA",32,32,6,18
"CCA-LDA",32,33,4,12
"CCA-LDA",32,34,7,12
"CCA-LDA",32,35,8,14
"CCA-LDA",32,36,7,11
"CCA-LDA",32,37,6,9
"CCA-LDA",32,38,4,8
"CCA-LDA",32,39,6,11
"CCA-LDA",32,40,8,9
"CCA-LDA",32,41,5,10
"CCA-LDA",32,42,7,12
"CCA-LDA",32,43,7,10
"CCA-LDA",33,1,9,10
"CCA-LDA",33,2,8,11
"CCA-LDA",33,3,10,10
"CCA-LDA",33,4,10,8
"CCA-LDA",33,5,8,10
"CCA-LDA",33,6,10,8
"CCA-LDA",33,7,6,11
"CCA-LDA",33,8,5,13
"CCA-LDA",33,9,10,12
"CCA-LDA",33,10,8,14
"CCA-LDA",33,11,11,13
"CCA-LDA",33,12,10,10
"CCA-LDA",33,13,10,14
"CCA-LDA",33,14,9,17
"CCA-LDA",33,15,9,15
"CCA-LDA",33,16,8,9
"CCA-LDA",33,17,8,8
"CCA-LDA",33,18,8,12
"CCA-LDA",33,19,8,10
"CCA-LDA",33,20,10,16
"CCA-LDA",33,21,9,13
"CCA-LDA",33,22,11,12
"CCA-LDA",33,23,10,13
"CCA-LDA",33,24,8,12
"CCA-LDA",33,25,8,13
"CCA-LDA",33,26,6,14
"CCA-LDA",33,27,8,14
"CCA-LDA",33,28,7,13
"CCA-LDA",33,29,8,10
"CCA-LDA",33,30,5,12
"CCA-LDA",33,31,4,10
"CCA-LDA",33,32,6,16
"CCA-LDA",33,33,4,11
"CCA-LDA",33,34,6,12
"CCA-LDA",33,35,9,14
"CCA-LDA",33,36,6,8
"CCA-LDA",33,37,6,12
"CCA-LDA",33,38,6,11
"CCA-LDA",33,39,7,14
"CCA-LDA",33,40,9,6
"CCA-LDA",33,41,5,12
"CCA-LDA",33,42,5,11
"CCA-LDA",33,43,6,10
"CCA-LDA",34,1,9,9
"CCA-LDA",34,2,9,11
"CCA-LDA",34,3,10,11
"CCA-LDA",34,4,9,7
"CCA-LDA",34,5,9,13
"CCA-LDA",34,6,10,8
"CCA-LDA",34,7,7,12
"CCA-LDA",34,8,7,9
"CCA-LDA",34,9,10,12
"CCA-LDA",34,10,8,14
"CCA-LDA",34,11,10,12
"CCA-LDA",34,12,10,11
"CCA-LDA",34,13,10,14
"CCA-LDA",34,14,8,12
"CCA-LDA",34,15,9,14
"CCA-LDA",34,16,10,11
"CCA-LDA",34,17,7,10
"CCA-LDA",34,18,9,13
"CCA-LDA",34,19,8,12
"CCA-LDA",34,20,8,16
"CCA-LDA",34,21,10,13
"CCA-LDA",34,22,9,13
"CCA-LDA",34,23,10,14
"CCA-LDA",34,24,8,11
"CCA-LDA",34,25,7,13
"CCA-LDA",34,26,5,15
"CCA-LDA",34,27,8,14
"CCA-LDA",34,28,7,14
"CCA-LDA",34,29,10,9
"CCA-LDA",34,30,3,11
"CCA-LDA",34,31,4,8
"CCA-LDA",34,32,6,13
"CCA-LDA",34,33,3,10
"CCA-LDA",34,34,4,12
"CCA-LDA",34,35,7,13
"CCA-LDA",34,36,7,10
"CCA-LDA",34,37,6,14
"CCA-LDA",34,38,6,11
"CCA-LDA",34,39,7,13
"CCA-LDA",34,40,8,8
"CCA-LDA",34,41,6,13
"CCA-LDA",34,42,4,10
"CCA-LDA",34,43,7,9
"CCA-LDA",35,1,8,8
"CCA-LDA",35,2,9,11
"CCA-LDA",35,3,9,11
"CCA-LDA",35,4,10,9
"CCA-LDA",35,5,9,13
"CCA-LDA",35,6,10,7
"CCA-LDA",35,7,7,12
"CCA-LDA",35,8,9,7
"CCA-LDA",35,9,9,13
"CCA-LDA",35,10,8,12
"CCA-LDA",35,11,10,11
"CCA-LDA",35,12,11,11
"CCA-LDA",35,13,9,11
"CCA-LDA",35,14,9,13
"CCA-LDA",35,15,10,15
"CCA-LDA",35,16,9,10
"CCA-LDA",35,17,7,11
"CCA-LDA",35,18,8,16
"CCA-LDA",35,19,8,12
"CCA-LDA",35,20,9,13
"CCA-LDA",35,21,10,12
"CCA-LDA",35,22,9,18
"CCA-LDA",35,23,9,15
"CCA-LDA",35,24,8,12
"CCA-LDA",35,25,6,12
"CCA-LDA",35,26,5,16
"CCA-LDA",35,27,9,10
"CCA-LDA",35,28,7,14
"CCA-LDA",35,29,10,10
"CCA-LDA",35,30,4,14
"CCA-LDA",35,31,4,7
"CCA-LDA",35,32,8,10
"CCA-LDA",35,33,4,9
"CCA-LDA",35,34,4,12
"CCA-LDA",35,35,6,12
"CCA-LDA",35,36,7,12
"CCA-LDA",35,37,6,15
"CCA-LDA",35,38,5,10
"CCA-LDA",35,39,10,14
"CCA-LDA",35,40,8,7
"CCA-LDA",35,41,5,13
"CCA-LDA",35,42,7,11
"CCA-LDA",35,43,8,12
"CCA-LDA",36,1,8,9
"CCA-LDA",36,2,9,13
"CCA-LDA",36,3,9,8
"CCA-LDA",36,4,8,10
"CCA-LDA",36,5,8,13
"CCA-LDA",36,6,10,8
"CCA-LDA",36,7,8,11
"CCA-LDA",36,8,8,6
"CCA-LDA",36,9,8,10
"CCA-LDA",36,10,10,12
"CCA-LDA",36,11,10,11
"CCA-LDA",36,12,8,11
"CCA-LDA",36,13,9,13
"CCA-LDA",36,14,9,14
"CCA-LDA",36,15,12,13
"CCA-LDA",36,16,10,7
"CCA-LDA",36,17,8,11
"CCA-LDA",36,18,8,15
"CCA-LDA",36,19,8,10
"CCA-LDA",36,20,9,15
"CCA-LDA",36,21,9,13
"CCA-LDA",36,22,7,14
"CCA-LDA",36,23,6,15
"CCA-LDA",36,24,7,12
"CCA-LDA",36,25,10,15
"CCA-LDA",36,26,6,16
"CCA-LDA",36,27,11,11
"CCA-LDA",36,28,8,13
"CCA-LDA",36,29,9,10
"CCA-LDA",36,30,8,15
"CCA-LDA",36,31,5,5
"CCA-LDA",36,32,10,12
"CCA-LDA",36,33,5,11
"CCA-LDA",36,34,5,9
"CCA-LDA",36,35,7,13
"CCA-LDA",36,36,6,13
"CCA-LDA",36,37,5,14
"CCA-LDA",36,38,4,11
"CCA-LDA",36,39,8,13
"CCA-LDA",36,40,8,8
"CCA-LDA",36,41,6,13
"CCA-LDA",36,42,7,9
"CCA-LDA",36,43,8,12
"CCA-LDA",37,1,7,8
"CCA-LDA",37,2,8,13
"CCA-LDA",37,3,8,10
"CCA-LDA",37,4,6,11
"CCA-LDA",37,5,8,12
"CCA-LDA",37,6,11,9
"CCA-LDA",37,7,9,11
"CCA-LDA",37,8,7,10
"CCA-LDA",37,9,9,13
"CCA-LDA",37,10,11,12
"CCA-LDA",37,11,8,11
"CCA-LDA",37,12,8,10
"CCA-LDA",37,13,9,11
"CCA-LDA",37,14,9,13
"CCA-LDA",37,15,12,10
"CCA-LDA",37,16,6,6
"CCA-LDA",37,17,9,11
"CCA-LDA",37,18,8,15
"CCA-LDA",37,19,8,11
"CCA-LDA",37,20,8,15
"CCA-LDA",37,21,8,14
"CCA-LDA",37,22,7,17
"CCA-LDA",37,23,4,14
"CCA-LDA",37,24,10,12
"CCA-LDA",37,25,9,15
"CCA-LDA",37,26,4,18
"CCA-LDA",37,27,12,14
"CCA-LDA",37,28,8,10
"CCA-LDA",37,29,6,9
"CCA-LDA",37,30,7,13
"CCA-LDA",37,31,7,9
"CCA-LDA",37,32,10,11
"CCA-LDA",37,33,7,12
"CCA-LDA",37,34,4,11
"CCA-LDA",37,35,5,17
"CCA-LDA",37,36,7,12
"CCA-LDA",37,37,7,12
"CCA-LDA",37,38,4,13
"CCA-LDA",37,39,9,14
"CCA-LDA",37,40,8,10
"CCA-LDA",37,41,6,12
"CCA-LDA",37,42,5,7
"CCA-LDA",37,43,9,15
"CCA-LDA",38,1,8,10
"CCA-LDA",38,2,9,14
"CCA-LDA",38,3,7,13
"CCA-LDA",38,4,7,10
"CCA-LDA",38,5,9,12
"CCA-LDA",38,6,11,9
"CCA-LDA",38,7,8,10
"CCA-LDA",38,8,6,9
"CCA-LDA",38,9,8,16
"CCA-LDA",38,10,10,13
"CCA-LDA",38,11,6,12
"CCA-LDA",38,12,6,13
"CCA-LDA",38,13,10,7
"CCA-LDA",38,14,9,13
"CCA-LDA",38,15,11,12
"CCA-LDA",38,16,7,10
"CCA-LDA",38,17,9,13
"CCA-LDA",38,18,7,16
"CCA-LDA",38,19,10,12
"CCA-LDA",38,20,12,12
"CCA-LDA",38,21,9,15
"CCA-LDA",38,22,7,17
"CCA-LDA",38,23,6,13
"CCA-LDA",38,24,9,12
"CCA-LDA",38,25,10,16
"CCA-LDA",38,26,6,15
"CCA-LDA",38,27,9,14
"CCA-LDA",38,28,5,14
"CCA-LDA",38,29,6,13
"CCA-LDA",38,30,8,13
"CCA-LDA",38,31,7,9
"CCA-LDA",38,32,7,13
"CCA-LDA",38,33,11,9
"CCA-LDA",38,34,5,8
"CCA-LDA",38,35,6,19
"CCA-LDA",38,36,6,11
"CCA-LDA",38,37,8,12
"CCA-LDA",38,38,6,10
"CCA-LDA",38,39,9,12
"CCA-LDA",38,40,10,10
"CCA-LDA",38,41,5,11
"CCA-LDA",38,42,8,8
"CCA-LDA",38,43,9,19
"CCA-LDA",39,1,7,8
"CCA-LDA",39,2,11,10
"CCA-LDA",39,3,7,12
"CCA-LDA",39,4,7,12
"CCA-LDA",39,5,11,10
"CCA-LDA",39,6,10,10
"CCA-LDA",39,7,8,15
"CCA-LDA",39,8,7,11
"CCA-LDA",39,9,8,14
"CCA-LDA",39,10,7,12
"CCA-LDA",39,11,4,14
"CCA-LDA",39,12,7,11
"CCA-LDA",39,13,9,10
"CCA-LDA",39,14,7,10
"CCA-LDA",39,15,10,12
"CCA-LDA",39,16,6,11
"CCA-LDA",39,17,10,11
"CCA-LDA",39,18,7,15
"CCA-LDA",39,19,9,13
"CCA-LDA",39,20,9,14
"CCA-LDA",39,21,9,12
"CCA-LDA",39,22,8,15
"CCA-LDA",39,23,7,12
"CCA-LDA",39,24,7,10
"CCA-LDA",39,25,9,13
"CCA-LDA",39,26,6,14
"CCA-LDA",39,27,10,9
"CCA-LDA",39,28,5,16
"CCA-LDA",39,29,8,12
"CCA-LDA",39,30,6,13
"CCA-LDA",39,31,8,15
"CCA-LDA",39,32,8,15
"CCA-LDA",39,33,10,9
"CCA-LDA",39,34,8,8
"CCA-LDA",39,35,8,10
"CCA-LDA",39,36,6,11
"CCA-LDA",39,37,8,14
"CCA-LDA",39,38,5,12
"CCA-LDA",39,39,10,11
"CCA-LDA",39,40,7,12
"CCA-LDA",39,41,5,10
"CCA-LDA",39,42,9,10
"CCA-LDA",39,43,9,16
"PCA-LDA",2,1,10,12
"PCA-LDA",2,2,11,12
"PCA-LDA",2,3,12,11
"PCA-LDA",2,4,8,15
"PCA-LDA",2,5,10,12
