"sim","method","n.dims","err","n.dims.min","n.dims.max","CV","Pi","Alt"
59,"PCA-LDA",NA,1,28,36,3,1,5
60,"CCA-LDA",NA,13,3,37,3,1,5
60,"PCA-LDA",NA,3,29,38,3,1,5
61,"CCA-LDA",NA,11,16,39,3,1,5
61,"PCA-LDA",NA,1,30,39,3,1,5
62,"CCA-LDA",NA,6,15,38,3,1,5
62,"PCA-LDA",NA,0,20,25,3,1,5
63,"CCA-LDA",NA,14,9,33,3,1,5
63,"PCA-LDA",NA,4,20,39,3,1,5
64,"CCA-LDA",NA,8,10,38,3,1,5
64,"PCA-LDA",NA,2,30,38,3,1,5
65,"CCA-LDA",NA,12,13,39,3,1,5
65,"PCA-LDA",NA,1,33,39,3,1,5
66,"CCA-LDA",NA,7,14,39,3,1,5
66,"PCA-LDA",NA,0,29,35,3,1,5
67,"CCA-LDA",NA,9,11,39,3,1,5
67,"PCA-LDA",NA,2,30,39,3,1,5
68,"CCA-LDA",NA,2,14,39,3,1,5
68,"PCA-LDA",NA,2,28,39,3,1,5
69,"CCA-LDA",NA,12,10,39,3,1,5
69,"PCA-LDA",NA,0,32,38,3,1,5
70,"CCA-LDA",NA,10,13,38,3,1,5
70,"PCA-LDA",NA,2,28,37,3,1,5
71,"CCA-LDA",NA,10,8,39,3,1,5
71,"PCA-LDA",NA,2,32,39,3,1,5
72,"CCA-LDA",NA,2,26,39,3,1,5
72,"PCA-LDA",NA,1,31,39,3,1,5
73,"CCA-LDA",NA,8,13,39,3,1,5
73,"PCA-LDA",NA,3,29,38,3,1,5
74,"CCA-LDA",NA,10,2,37,3,1,5
74,"PCA-LDA",NA,4,27,39,3,1,5
75,"CCA-LDA",NA,8,12,39,3,1,5
75,"PCA-LDA",NA,3,29,38,3,1,5
76,"CCA-LDA",NA,6,14,39,3,1,5
76,"PCA-LDA",NA,0,22,34,3,1,5
77,"CCA-LDA",NA,6,10,39,3,1,5
77,"PCA-LDA",NA,3,31,39,3,1,5
78,"CCA-LDA",NA,7,15,39,3,1,5
78,"PCA-LDA",NA,1,30,39,3,1,5
79,"CCA-LDA",NA,4,23,38,3,1,5
79,"PCA-LDA",NA,1,29,39,3,1,5
80,"CCA-LDA",NA,12,13,35,3,1,5
80,"PCA-LDA",NA,4,16,39,3,1,5
81,"CCA-LDA",NA,9,12,39,3,1,5
81,"PCA-LDA",NA,2,34,39,3,1,5
82,"CCA-LDA",NA,10,7,39,3,1,5
82,"PCA-LDA",NA,0,30,39,3,1,5
83,"CCA-LDA",NA,5,13,39,3,1,5
83,"PCA-LDA",NA,4,22,39,3,1,5
84,"CCA-LDA",NA,11,3,39,3,1,5
84,"PCA-LDA",NA,2,29,39,3,1,5
85,"CCA-LDA",NA,9,11,39,3,1,5
85,"PCA-LDA",NA,2,17,39,3,1,5
86,"CCA-LDA",NA,7,14,39,3,1,5
86,"PCA-LDA",NA,3,28,38,3,1,5
87,"CCA-LDA",NA,4,9,36,3,1,5
87,"PCA-LDA",NA,2,28,38,3,1,5
88,"CCA-LDA",NA,11,7,39,3,1,5
88,"PCA-LDA",NA,1,28,39,3,1,5
89,"CCA-LDA",NA,9,16,38,3,1,5
89,"PCA-LDA",NA,2,26,39,3,1,5
90,"CCA-LDA",NA,8,7,39,3,1,5
90,"PCA-LDA",NA,0,31,39,3,1,5
91,"CCA-LDA",NA,9,22,39,3,1,5
91,"PCA-LDA",NA,2,32,39,3,1,5
92,"CCA-LDA",NA,8,14,39,3,1,5
92,"PCA-LDA",NA,2,22,39,3,1,5
93,"CCA-LDA",NA,14,6,39,3,1,5
93,"PCA-LDA",NA,2,31,39,3,1,5
94,"CCA-LDA",NA,2,15,39,3,1,5
94,"PCA-LDA",NA,1,33,39,3,1,5
95,"CCA-LDA",NA,6,17,37,3,1,5
95,"PCA-LDA",NA,0,23,29,3,1,5
96,"CCA-LDA",NA,10,20,39,3,1,5
96,"PCA-LDA",NA,0,27,38,3,1,5
97,"CCA-LDA",NA,7,10,38,3,1,5
97,"PCA-LDA",NA,0,28,39,3,1,5
98,"CCA-LDA",NA,12,9,39,3,1,5
98,"PCA-LDA",NA,0,31,36,3,1,5
99,"CCA-LDA",NA,6,16,38,3,1,5
99,"PCA-LDA",NA,1,13,38,3,1,5
100,"CCA-LDA",NA,4,14,39,3,1,5
100,"PCA-LDA",NA,2,17,39,3,1,5
101,"CCA-LDA",NA,8,14,38,3,1,5
101,"PCA-LDA",NA,2,31,39,3,1,5
102,"CCA-LDA",NA,5,11,37,3,1,5
102,"PCA-LDA",NA,2,25,37,3,1,5
103,"CCA-LDA",NA,10,14,38,3,1,5
103,"PCA-LDA",NA,2,33,39,3,1,5
104,"CCA-LDA",NA,8,9,37,3,1,5
104,"PCA-LDA",NA,4,22,38,3,1,5
105,"CCA-LDA",NA,11,15,39,3,1,5
105,"PCA-LDA",NA,0,28,38,3,1,5
106,"CCA-LDA",NA,4,29,39,3,1,5
106,"PCA-LDA",NA,1,24,38,3,1,5
107,"CCA-LDA",NA,5,17,37,3,1,5
107,"PCA-LDA",NA,2,25,39,3,1,5
108,"CCA-LDA",NA,5,21,39,3,1,5
108,"PCA-LDA",NA,1,31,37,3,1,5
109,"CCA-LDA",NA,6,12,39,3,1,5
109,"PCA-LDA",NA,1,32,38,3,1,5
110,"CCA-LDA",NA,9,14,39,3,1,5
110,"PCA-LDA",NA,3,27,39,3,1,5
111,"CCA-LDA",NA,7,18,39,3,1,5
111,"PCA-LDA",NA,0,28,37,3,1,5
112,"CCA-LDA",NA,7,5,38,3,1,5
112,"PCA-LDA",NA,2,20,39,3,1,5
113,"CCA-LDA",NA,6,10,39,3,1,5
113,"PCA-LDA",NA,1,31,39,3,1,5
114,"CCA-LDA",NA,6,24,39,3,1,5
114,"PCA-LDA",NA,2,17,39,3,1,5
115,"CCA-LDA",NA,5,7,37,3,1,5
115,"PCA-LDA",NA,3,11,38,3,1,5
116,"CCA-LDA",NA,4,27,39,3,1,5
116,"PCA-LDA",NA,2,31,39,3,1,5
117,"CCA-LDA",NA,2,4,39,3,1,5
117,"PCA-LDA",NA,1,21,39,3,1,5
118,"CCA-LDA",NA,5,10,39,3,1,5
118,"PCA-LDA",NA,3,18,39,3,1,5
119,"CCA-LDA",NA,7,5,38,3,1,5
119,"PCA-LDA",NA,1,29,39,3,1,5
120,"CCA-LDA",NA,9,21,35,3,1,5
120,"PCA-LDA",NA,1,21,36,3,1,5
121,"CCA-LDA",NA,6,4,39,3,1,5
121,"PCA-LDA",NA,1,28,39,3,1,5
122,"CCA-LDA",NA,5,16,37,3,1,5
122,"PCA-LDA",NA,2,15,39,3,1,5
123,"CCA-LDA",NA,10,9,39,3,1,5
123,"PCA-LDA",NA,1,32,38,3,1,5
124,"CCA-LDA",NA,11,7,37,3,1,5
124,"PCA-LDA",NA,0,28,36,3,1,5
125,"CCA-LDA",NA,4,16,39,3,1,5
125,"PCA-LDA",NA,2,21,39,3,1,5
126,"CCA-LDA",NA,7,12,39,3,1,5
126,"PCA-LDA",NA,0,27,39,3,1,5
127,"CCA-LDA",NA,11,2,39,3,1,5
127,"PCA-LDA",NA,2,32,38,3,1,5
128,"CCA-LDA",NA,4,21,39,3,1,5
128,"PCA-LDA",NA,1,29,39,3,1,5
129,"CCA-LDA",NA,6,17,39,3,1,5
129,"PCA-LDA",NA,1,23,39,3,1,5
130,"CCA-LDA",NA,10,16,39,3,1,5
130,"PCA-LDA",NA,2,14,39,3,1,5
131,"CCA-LDA",NA,4,22,39,3,1,5
131,"PCA-LDA",NA,1,29,36,3,1,5
132,"CCA-LDA",NA,3,15,39,3,1,5
132,"PCA-LDA",NA,0,28,38,3,1,5
133,"CCA-LDA",NA,11,13,39,3,1,5
133,"PCA-LDA",NA,1,35,39,3,1,5
134,"CCA-LDA",NA,9,11,39,3,1,5
134,"PCA-LDA",NA,1,24,39,3,1,5
135,"CCA-LDA",NA,8,10,39,3,1,5
135,"PCA-LDA",NA,2,30,39,3,1,5
136,"CCA-LDA",NA,6,3,37,3,1,5
136,"PCA-LDA",NA,1,24,39,3,1,5
137,"CCA-LDA",NA,8,17,37,3,1,5
137,"PCA-LDA",NA,5,12,39,3,1,5
138,"CCA-LDA",NA,6,29,39,3,1,5
138,"PCA-LDA",NA,1,25,37,3,1,5
139,"CCA-LDA",NA,9,13,37,3,1,5
139,"PCA-LDA",NA,4,27,39,3,1,5
140,"CCA-LDA",NA,5,6,39,3,1,5
140,"PCA-LDA",NA,0,30,39,3,1,5
141,"CCA-LDA",NA,15,19,39,3,1,5
141,"PCA-LDA",NA,2,29,39,3,1,5
142,"CCA-LDA",NA,6,23,39,3,1,5
142,"PCA-LDA",NA,1,33,39,3,1,5
143,"CCA-LDA",NA,8,17,39,3,1,5
143,"PCA-LDA",NA,2,33,39,3,1,5
144,"CCA-LDA",NA,6,9,39,3,1,5
144,"PCA-LDA",NA,1,13,38,3,1,5
145,"CCA-LDA",NA,5,20,39,3,1,5
145,"PCA-LDA",NA,0,32,39,3,1,5
146,"CCA-LDA",NA,8,18,39,3,1,5
146,"PCA-LDA",NA,2,30,38,3,1,5
147,"CCA-LDA",NA,9,18,39,3,1,5
147,"PCA-LDA",NA,1,28,39,3,1,5
148,"CCA-LDA",NA,11,7,37,3,1,5
148,"PCA-LDA",NA,3,30,38,3,1,5
149,"CCA-LDA",NA,7,15,39,3,1,5
149,"PCA-LDA",NA,1,29,39,3,1,5
150,"CCA-LDA",NA,4,10,39,3,1,5
150,"PCA-LDA",NA,2,33,39,3,1,5
151,"CCA-LDA",NA,4,15,39,3,1,5
151,"PCA-LDA",NA,1,24,35,3,1,5
152,"CCA-LDA",NA,9,5,39,3,1,5
152,"PCA-LDA",NA,4,29,39,3,1,5
153,"CCA-LDA",NA,10,13,37,3,1,5
153,"PCA-LDA",NA,2,25,39,3,1,5
154,"CCA-LDA",NA,5,9,36,3,1,5
154,"PCA-LDA",NA,2,25,39,3,1,5
155,"CCA-LDA",NA,9,18,38,3,1,5
155,"PCA-LDA",NA,2,21,37,3,1,5
156,"CCA-LDA",NA,5,24,39,3,1,5
156,"PCA-LDA",NA,1,26,36,3,1,5
157,"CCA-LDA",NA,7,12,36,3,1,5
157,"PCA-LDA",NA,6,17,37,3,1,5
158,"CCA-LDA",NA,5,14,38,3,1,5
158,"PCA-LDA",NA,2,21,37,3,1,5
159,"CCA-LDA",NA,11,19,37,3,1,5
159,"PCA-LDA",NA,1,27,39,3,1,5
160,"CCA-LDA",NA,8,24,39,3,1,5
160,"PCA-LDA",NA,1,33,39,3,1,5
161,"CCA-LDA",NA,6,7,39,3,1,5
161,"PCA-LDA",NA,6,18,39,3,1,5
162,"CCA-LDA",NA,10,2,36,3,1,5
162,"PCA-LDA",NA,2,34,39,3,1,5
163,"CCA-LDA",NA,8,20,39,3,1,5
163,"PCA-LDA",NA,3,22,32,3,1,5
164,"CCA-LDA",NA,13,12,38,3,1,5
164,"PCA-LDA",NA,3,25,39,3,1,5
165,"CCA-LDA",NA,6,11,38,3,1,5
165,"PCA-LDA",NA,3,23,39,3,1,5
166,"CCA-LDA",NA,9,14,39,3,1,5
166,"PCA-LDA",NA,1,24,38,3,1,5
167,"CCA-LDA",NA,8,8,37,3,1,5
167,"PCA-LDA",NA,2,31,39,3,1,5
168,"CCA-LDA",NA,6,7,39,3,1,5
168,"PCA-LDA",NA,2,23,38,3,1,5
169,"CCA-LDA",NA,9,19,39,3,1,5
169,"PCA-LDA",NA,2,26,39,3,1,5
170,"CCA-LDA",NA,11,15,38,3,1,5
170,"PCA-LDA",NA,2,32,38,3,1,5
171,"CCA-LDA",NA,10,14,39,3,1,5
171,"PCA-LDA",NA,0,27,38,3,1,5
172,"CCA-LDA",NA,12,8,39,3,1,5
172,"PCA-LDA",NA,3,32,39,3,1,5
173,"CCA-LDA",NA,4,8,38,3,1,5
173,"PCA-LDA",NA,0,23,33,3,1,5
174,"CCA-LDA",NA,5,22,39,3,1,5
174,"PCA-LDA",NA,2,20,39,3,1,5
175,"CCA-LDA",NA,7,13,39,3,1,5
175,"PCA-LDA",NA,1,31,39,3,1,5
176,"CCA-LDA",NA,7,11,37,3,1,5
176,"PCA-LDA",NA,1,17,34,3,1,5
177,"CCA-LDA",NA,9,15,37,3,1,5
177,"PCA-LDA",NA,2,28,39,3,1,5
178,"CCA-LDA",NA,6,11,39,3,1,5
178,"PCA-LDA",NA,6,22,39,3,1,5
179,"CCA-LDA",NA,4,23,39,3,1,5
179,"PCA-LDA",NA,1,32,36,3,1,5
180,"CCA-LDA",NA,5,12,39,3,1,5
180,"PCA-LDA",NA,1,29,38,3,1,5
181,"CCA-LDA",NA,9,15,38,3,1,5
181,"PCA-LDA",NA,3,18,39,3,1,5
182,"CCA-LDA",NA,7,4,39,3,1,5
182,"PCA-LDA",NA,1,32,38,3,1,5
183,"CCA-LDA",NA,10,19,38,3,1,5
183,"PCA-LDA",NA,4,22,39,3,1,5
184,"CCA-LDA",NA,6,29,39,3,1,5
184,"PCA-LDA",NA,2,25,37,3,1,5
185,"CCA-LDA",NA,2,5,38,3,1,5
185,"PCA-LDA",NA,3,10,39,3,1,5
186,"CCA-LDA",NA,4,19,39,3,1,5
186,"PCA-LDA",NA,2,33,39,3,1,5
187,"CCA-LDA",NA,5,6,39,3,1,5
187,"PCA-LDA",NA,3,17,38,3,1,5
188,"CCA-LDA",NA,6,15,37,3,1,5
188,"PCA-LDA",NA,0,23,38,3,1,5
189,"CCA-LDA",NA,6,14,39,3,1,5
189,"PCA-LDA",NA,2,30,39,3,1,5
190,"CCA-LDA",NA,4,20,39,3,1,5
190,"PCA-LDA",NA,0,31,38,3,1,5
191,"CCA-LDA",NA,7,8,39,3,1,5
191,"PCA-LDA",NA,4,28,39,3,1,5
192,"CCA-LDA",NA,4,20,39,3,1,5
192,"PCA-LDA",NA,0,29,36,3,1,5
193,"CCA-LDA",NA,10,14,39,3,1,5
193,"PCA-LDA",NA,0,29,38,3,1,5
194,"CCA-LDA",NA,13,18,38,3,1,5
194,"PCA-LDA",NA,1,32,39,3,1,5
195,"CCA-LDA",NA,8,12,38,3,1,5
195,"PCA-LDA",NA,2,28,39,3,1,5
196,"CCA-LDA",NA,7,16,39,3,1,5
196,"PCA-LDA",NA,3,26,39,3,1,5
197,"CCA-LDA",NA,11,15,39,3,1,5
197,"PCA-LDA",NA,1,30,39,3,1,5
198,"CCA-LDA",NA,5,22,39,3,1,5
198,"PCA-LDA",NA,2,31,39,3,1,5
199,"CCA-LDA",NA,7,18,39,3,1,5
199,"PCA-LDA",NA,6,22,37,3,1,5
200,"CCA-LDA",NA,6,5,39,3,1,5
200,"PCA-LDA",NA,4,27,39,3,1,5
1,"CCA-LDA",36,0,NA,NA,1,2,3
1,"PCA-LDA",26,0,NA,NA,1,2,3
10,"CCA-LDA",22,0,NA,NA,1,2,3
10,"PCA-LDA",18,1,NA,NA,1,2,3
100,"CCA-LDA",38,0,NA,NA,1,2,3
100,"PCA-LDA",30,0,NA,NA,1,2,3
101,"CCA-LDA",32,2,NA,NA,1,2,3
101,"PCA-LDA",32,0,NA,NA,1,2,3
102,"CCA-LDA",38,0,NA,NA,1,2,3
102,"PCA-LDA",33,0,NA,NA,1,2,3
103,"CCA-LDA",32,1,NA,NA,1,2,3
103,"PCA-LDA",36,0,NA,NA,1,2,3
104,"CCA-LDA",18,1,NA,NA,1,2,3
104,"PCA-LDA",39,0,NA,NA,1,2,3
105,"CCA-LDA",14,0,NA,NA,1,2,3
105,"PCA-LDA",24,0,NA,NA,1,2,3
106,"CCA-LDA",28,0,NA,NA,1,2,3
106,"PCA-LDA",28,0,NA,NA,1,2,3
107,"CCA-LDA",37,1,NA,NA,1,2,3
107,"PCA-LDA",25,0,NA,NA,1,2,3
108,"CCA-LDA",27,1,NA,NA,1,2,3
108,"PCA-LDA",24,0,NA,NA,1,2,3
109,"CCA-LDA",36,0,NA,NA,1,2,3
109,"PCA-LDA",33,0,NA,NA,1,2,3
11,"CCA-LDA",18,0,NA,NA,1,2,3
11,"PCA-LDA",30,0,NA,NA,1,2,3
110,"CCA-LDA",37,0,NA,NA,1,2,3
110,"PCA-LDA",37,0,NA,NA,1,2,3
111,"CCA-LDA",37,0,NA,NA,1,2,3
111,"PCA-LDA",26,0,NA,NA,1,2,3
112,"CCA-LDA",33,0,NA,NA,1,2,3
112,"PCA-LDA",19,1,NA,NA,1,2,3
113,"CCA-LDA",36,0,NA,NA,1,2,3
113,"PCA-LDA",30,0,NA,NA,1,2,3
114,"CCA-LDA",16,0,NA,NA,1,2,3
114,"PCA-LDA",33,0,NA,NA,1,2,3
115,"CCA-LDA",28,0,NA,NA,1,2,3
115,"PCA-LDA",33,0,NA,NA,1,2,3
116,"CCA-LDA",24,0,NA,NA,1,2,3
116,"PCA-LDA",29,0,NA,NA,1,2,3
117,"CCA-LDA",37,0,NA,NA,1,2,3
117,"PCA-LDA",36,0,NA,NA,1,2,3
118,"CCA-LDA",13,2,NA,NA,1,2,3
118,"PCA-LDA",31,2,NA,NA,1,2,3
119,"CCA-LDA",27,0,NA,NA,1,2,3
119,"PCA-LDA",32,0,NA,NA,1,2,3
12,"CCA-LDA",14,2,NA,NA,1,2,3
12,"PCA-LDA",39,0,NA,NA,1,2,3
120,"CCA-LDA",31,0,NA,NA,1,2,3
120,"PCA-LDA",28,0,NA,NA,1,2,3
121,"CCA-LDA",17,0,NA,NA,1,2,3
121,"PCA-LDA",33,1,NA,NA,1,2,3
122,"CCA-LDA",28,0,NA,NA,1,2,3
122,"PCA-LDA",31,1,NA,NA,1,2,3
123,"CCA-LDA",25,0,NA,NA,1,2,3
123,"PCA-LDA",28,0,NA,NA,1,2,3
124,"CCA-LDA",17,0,NA,NA,1,2,3
124,"PCA-LDA",27,0,NA,NA,1,2,3
125,"CCA-LDA",14,0,NA,NA,1,2,3
125,"PCA-LDA",27,1,NA,NA,1,2,3
126,"CCA-LDA",16,0,NA,NA,1,2,3
126,"PCA-LDA",24,0,NA,NA,1,2,3
127,"CCA-LDA",22,0,NA,NA,1,2,3
127,"PCA-LDA",31,0,NA,NA,1,2,3
128,"CCA-LDA",36,0,NA,NA,1,2,3
128,"PCA-LDA",28,0,NA,NA,1,2,3
129,"CCA-LDA",33,0,NA,NA,1,2,3
129,"PCA-LDA",34,0,NA,NA,1,2,3
13,"CCA-LDA",14,0,NA,NA,1,2,3
13,"PCA-LDA",27,0,NA,NA,1,2,3
130,"CCA-LDA",15,0,NA,NA,1,2,3
130,"PCA-LDA",19,1,NA,NA,1,2,3
131,"CCA-LDA",29,0,NA,NA,1,2,3
131,"PCA-LDA",31,0,NA,NA,1,2,3
132,"CCA-LDA",32,1,NA,NA,1,2,3
132,"PCA-LDA",28,0,NA,NA,1,2,3
133,"CCA-LDA",28,2,NA,NA,1,2,3
133,"PCA-LDA",36,0,NA,NA,1,2,3
134,"CCA-LDA",34,0,NA,NA,1,2,3
134,"PCA-LDA",37,0,NA,NA,1,2,3
135,"CCA-LDA",28,0,NA,NA,1,2,3
135,"PCA-LDA",37,0,NA,NA,1,2,3
136,"CCA-LDA",20,0,NA,NA,1,2,3
136,"PCA-LDA",22,1,NA,NA,1,2,3
137,"CCA-LDA",36,0,NA,NA,1,2,3
137,"PCA-LDA",30,1,NA,NA,1,2,3
138,"CCA-LDA",32,0,NA,NA,1,2,3
138,"PCA-LDA",26,0,NA,NA,1,2,3
139,"CCA-LDA",23,0,NA,NA,1,2,3
139,"PCA-LDA",36,0,NA,NA,1,2,3
14,"CCA-LDA",12,0,NA,NA,1,2,3
14,"PCA-LDA",33,0,NA,NA,1,2,3
140,"CCA-LDA",17,0,NA,NA,1,2,3
140,"PCA-LDA",32,0,NA,NA,1,2,3
141,"CCA-LDA",34,0,NA,NA,1,2,3
141,"PCA-LDA",37,0,NA,NA,1,2,3
142,"CCA-LDA",32,0,NA,NA,1,2,3
142,"PCA-LDA",32,0,NA,NA,1,2,3
143,"CCA-LDA",32,0,NA,NA,1,2,3
143,"PCA-LDA",34,0,NA,NA,1,2,3
144,"CCA-LDA",13,1,NA,NA,1,2,3
144,"PCA-LDA",33,0,NA,NA,1,2,3
145,"CCA-LDA",20,0,NA,NA,1,2,3
145,"PCA-LDA",32,0,NA,NA,1,2,3
146,"CCA-LDA",16,0,NA,NA,1,2,3
146,"PCA-LDA",36,0,NA,NA,1,2,3
147,"CCA-LDA",17,2,NA,NA,1,2,3
147,"PCA-LDA",29,0,NA,NA,1,2,3
148,"CCA-LDA",21,0,NA,NA,1,2,3
148,"PCA-LDA",35,0,NA,NA,1,2,3
149,"CCA-LDA",30,0,NA,NA,1,2,3
149,"PCA-LDA",32,0,NA,NA,1,2,3
15,"CCA-LDA",33,0,NA,NA,1,2,3
15,"PCA-LDA",36,0,NA,NA,1,2,3
150,"CCA-LDA",36,0,NA,NA,1,2,3
150,"PCA-LDA",33,1,NA,NA,1,2,3
151,"CCA-LDA",14,0,NA,NA,1,2,3
151,"PCA-LDA",23,0,NA,NA,1,2,3
152,"CCA-LDA",32,0,NA,NA,1,2,3
152,"PCA-LDA",31,1,NA,NA,1,2,3
153,"CCA-LDA",38,2,NA,NA,1,2,3
153,"PCA-LDA",31,0,NA,NA,1,2,3
154,"CCA-LDA",15,1,NA,NA,1,2,3
154,"PCA-LDA",27,0,NA,NA,1,2,3
155,"CCA-LDA",30,0,NA,NA,1,2,3
155,"PCA-LDA",32,0,NA,NA,1,2,3
156,"CCA-LDA",32,0,NA,NA,1,2,3
156,"PCA-LDA",22,0,NA,NA,1,2,3
157,"CCA-LDA",39,2,NA,NA,1,2,3
157,"PCA-LDA",22,1,NA,NA,1,2,3
158,"CCA-LDA",26,0,NA,NA,1,2,3
158,"PCA-LDA",28,0,NA,NA,1,2,3
159,"CCA-LDA",14,0,NA,NA,1,2,3
159,"PCA-LDA",29,0,NA,NA,1,2,3
16,"CCA-LDA",16,0,NA,NA,1,2,3
16,"PCA-LDA",27,0,NA,NA,1,2,3
160,"CCA-LDA",29,0,NA,NA,1,2,3
160,"PCA-LDA",36,0,NA,NA,1,2,3
161,"CCA-LDA",14,0,NA,NA,1,2,3
161,"PCA-LDA",36,2,NA,NA,1,2,3
162,"CCA-LDA",38,1,NA,NA,1,2,3
162,"PCA-LDA",37,1,NA,NA,1,2,3
163,"CCA-LDA",29,1,NA,NA,1,2,3
163,"PCA-LDA",22,2,NA,NA,1,2,3
164,"CCA-LDA",34,0,NA,NA,1,2,3
164,"PCA-LDA",36,0,NA,NA,1,2,3
165,"CCA-LDA",14,1,NA,NA,1,2,3
165,"PCA-LDA",33,0,NA,NA,1,2,3
166,"CCA-LDA",24,0,NA,NA,1,2,3
166,"PCA-LDA",29,0,NA,NA,1,2,3
167,"CCA-LDA",25,0,NA,NA,1,2,3
167,"PCA-LDA",33,1,NA,NA,1,2,3
168,"CCA-LDA",15,0,NA,NA,1,2,3
168,"PCA-LDA",29,0,NA,NA,1,2,3
169,"CCA-LDA",13,2,NA,NA,1,2,3
169,"PCA-LDA",29,0,NA,NA,1,2,3
17,"CCA-LDA",28,0,NA,NA,1,2,3
17,"PCA-LDA",38,0,NA,NA,1,2,3
170,"CCA-LDA",15,2,NA,NA,1,2,3
170,"PCA-LDA",31,0,NA,NA,1,2,3
171,"CCA-LDA",32,0,NA,NA,1,2,3
171,"PCA-LDA",34,0,NA,NA,1,2,3
172,"CCA-LDA",35,1,NA,NA,1,2,3
172,"PCA-LDA",36,0,NA,NA,1,2,3
173,"CCA-LDA",23,0,NA,NA,1,2,3
173,"PCA-LDA",23,0,NA,NA,1,2,3
174,"CCA-LDA",31,0,NA,NA,1,2,3
174,"PCA-LDA",31,0,NA,NA,1,2,3
175,"CCA-LDA",28,0,NA,NA,1,2,3
175,"PCA-LDA",34,0,NA,NA,1,2,3
176,"CCA-LDA",30,0,NA,NA,1,2,3
176,"PCA-LDA",27,0,NA,NA,1,2,3
177,"CCA-LDA",36,0,NA,NA,1,2,3
177,"PCA-LDA",32,0,NA,NA,1,2,3
178,"CCA-LDA",32,0,NA,NA,1,2,3
178,"PCA-LDA",33,1,NA,NA,1,2,3
179,"CCA-LDA",28,0,NA,NA,1,2,3
179,"PCA-LDA",28,0,NA,NA,1,2,3
18,"CCA-LDA",29,1,NA,NA,1,2,3
18,"PCA-LDA",34,1,NA,NA,1,2,3
180,"CCA-LDA",18,0,NA,NA,1,2,3
180,"PCA-LDA",32,0,NA,NA,1,2,3
181,"CCA-LDA",13,0,NA,NA,1,2,3
181,"PCA-LDA",34,0,NA,NA,1,2,3
182,"CCA-LDA",31,1,NA,NA,1,2,3
182,"PCA-LDA",32,0,NA,NA,1,2,3
183,"CCA-LDA",37,1,NA,NA,1,2,3
183,"PCA-LDA",36,1,NA,NA,1,2,3
184,"CCA-LDA",13,0,NA,NA,1,2,3
184,"PCA-LDA",38,0,NA,NA,1,2,3
185,"CCA-LDA",21,2,NA,NA,1,2,3
185,"PCA-LDA",34,0,NA,NA,1,2,3
186,"CCA-LDA",39,0,NA,NA,1,2,3
186,"PCA-LDA",31,0,NA,NA,1,2,3
187,"CCA-LDA",26,0,NA,NA,1,2,3
187,"PCA-LDA",35,0,NA,NA,1,2,3
188,"CCA-LDA",19,0,NA,NA,1,2,3
188,"PCA-LDA",22,0,NA,NA,1,2,3
189,"CCA-LDA",21,0,NA,NA,1,2,3
189,"PCA-LDA",29,0,NA,NA,1,2,3
19,"CCA-LDA",25,0,NA,NA,1,2,3
19,"PCA-LDA",31,0,NA,NA,1,2,3
190,"CCA-LDA",31,0,NA,NA,1,2,3
190,"PCA-LDA",26,0,NA,NA,1,2,3
191,"CCA-LDA",16,2,NA,NA,1,2,3
191,"PCA-LDA",35,2,NA,NA,1,2,3
192,"CCA-LDA",14,0,NA,NA,1,2,3
192,"PCA-LDA",26,0,NA,NA,1,2,3
193,"CCA-LDA",22,0,NA,NA,1,2,3
193,"PCA-LDA",28,0,NA,NA,1,2,3
194,"CCA-LDA",28,0,NA,NA,1,2,3
194,"PCA-LDA",25,0,NA,NA,1,2,3
195,"CCA-LDA",18,3,NA,NA,1,2,3
195,"PCA-LDA",38,1,NA,NA,1,2,3
196,"CCA-LDA",25,0,NA,NA,1,2,3
196,"PCA-LDA",34,0,NA,NA,1,2,3
197,"CCA-LDA",20,0,NA,NA,1,2,3
197,"PCA-LDA",32,0,NA,NA,1,2,3
198,"CCA-LDA",31,0,NA,NA,1,2,3
198,"PCA-LDA",25,0,NA,NA,1,2,3
199,"CCA-LDA",14,0,NA,NA,1,2,3
199,"PCA-LDA",39,1,NA,NA,1,2,3
2,"CCA-LDA",32,0,NA,NA,1,2,3
2,"PCA-LDA",38,0,NA,NA,1,2,3
20,"CCA-LDA",16,1,NA,NA,1,2,3
20,"PCA-LDA",35,0,NA,NA,1,2,3
200,"CCA-LDA",25,1,NA,NA,1,2,3
200,"PCA-LDA",35,0,NA,NA,1,2,3
21,"CCA-LDA",14,0,NA,NA,1,2,3
21,"PCA-LDA",34,0,NA,NA,1,2,3
22,"CCA-LDA",16,0,NA,NA,1,2,3
22,"PCA-LDA",25,0,NA,NA,1,2,3
23,"CCA-LDA",37,0,NA,NA,1,2,3
23,"PCA-LDA",25,0,NA,NA,1,2,3
24,"CCA-LDA",34,1,NA,NA,1,2,3
24,"PCA-LDA",34,0,NA,NA,1,2,3
25,"CCA-LDA",29,0,NA,NA,1,2,3
25,"PCA-LDA",27,0,NA,NA,1,2,3
26,"CCA-LDA",14,0,NA,NA,1,2,3
26,"PCA-LDA",29,0,NA,NA,1,2,3
27,"CCA-LDA",13,2,NA,NA,1,2,3
27,"PCA-LDA",30,0,NA,NA,1,2,3
28,"CCA-LDA",30,0,NA,NA,1,2,3
28,"PCA-LDA",36,0,NA,NA,1,2,3
